seed,dataset,model,fold,prauc,rocauc,brier,is_best
1,wdbc,iforest,mean,0.981,0.9955555555555556,0.0551192041066852,False
1,wdbc,loda,mean,0.9402857142857144,0.9851633986928106,0.0507812226751772,False
1,wdbc,inne,mean,0.9595714285714284,0.9893137254901962,0.2281194677140374,False
1,wdbc,hbos,mean,0.972904761904762,0.9922222222222222,0.0855892169669439,False
1,wdbc,copod,mean,0.981,0.9955555555555556,0.0503964882416409,True
1,wdbc,ecod,mean,0.9258571428571428,0.9773856209150328,0.0866150999617225,False
2,wdbc,iforest,mean,0.982,0.9944444444444444,0.0666809101408406,False
2,wdbc,loda,mean,0.952,0.99,0.0572708055204846,False
2,wdbc,inne,mean,0.9806666666666668,0.9966666666666668,0.2290057391704865,False
2,wdbc,hbos,mean,0.9746666666666666,0.9922222222222222,0.0955162560385311,False
2,wdbc,copod,mean,0.986,0.9955555555555556,0.0528012241433698,True
2,wdbc,ecod,mean,0.9279523809523808,0.9753594771241828,0.0891018597198306,False
3,wdbc,iforest,mean,0.9496666666666668,0.9877124183006536,0.0752611675718131,False
3,wdbc,loda,mean,0.9142857142857144,0.9764052287581698,0.0647708584723403,False
3,wdbc,inne,mean,0.971,0.995,0.2341270731827989,True
3,wdbc,hbos,mean,0.9069047619047618,0.9753594771241828,0.109285059776225,False
3,wdbc,copod,mean,0.9576666666666668,0.99,0.0614063096289902,False
3,wdbc,ecod,mean,0.8848333333333332,0.9642483660130718,0.1084194133742513,False
4,wdbc,iforest,mean,0.990952380952381,0.9966666666666668,0.0645481023494038,True
4,wdbc,loda,mean,0.924190476190476,0.9822222222222224,0.0607898040794467,False
4,wdbc,inne,mean,0.981904761904762,0.9933333333333334,0.2066322035442427,False
4,wdbc,hbos,mean,0.9629047619047618,0.9877124183006536,0.0791444338272422,False
4,wdbc,copod,mean,0.99,0.9966013071895424,0.0521903649144297,False
4,wdbc,ecod,mean,0.9071349206349206,0.9698692810457517,0.0836272143029959,False
5,wdbc,iforest,mean,0.9572380952380952,0.9888888888888888,0.0774695153809838,False
5,wdbc,loda,mean,0.8821666666666668,0.9677777777777776,0.0664833901306932,False
5,wdbc,inne,mean,0.9743333333333332,0.9955555555555556,0.2169114739907345,True
5,wdbc,hbos,mean,0.9281904761904762,0.9833333333333332,0.0956361759290677,False
5,wdbc,copod,mean,0.9652857142857144,0.9922222222222222,0.0540468501811729,False
5,wdbc,ecod,mean,0.9171190476190476,0.9741830065359476,0.0987152255982151,False
6,wdbc,iforest,mean,0.9836190476190476,0.9944444444444444,0.0658739838392186,False
6,wdbc,loda,mean,0.9082857142857144,0.9788888888888888,0.0550901033525167,False
6,wdbc,inne,mean,0.955,0.9922222222222222,0.2334208998641214,False
6,wdbc,hbos,mean,0.9802857142857142,0.9933333333333334,0.086527649616752,False
6,wdbc,copod,mean,0.990952380952381,0.9966666666666668,0.0498028512409255,True
6,wdbc,ecod,mean,0.939190476190476,0.9808496732026144,0.0867183017792855,False
7,wdbc,iforest,mean,0.9603333333333334,0.9911111111111112,0.0685887579186748,False
7,wdbc,loda,mean,0.8842380952380953,0.9704575163398692,0.0696206106537107,False
7,wdbc,inne,mean,1.0,1.0,0.2182399657747371,True
7,wdbc,hbos,mean,0.942952380952381,0.9843790849673204,0.0825216180957609,False
7,wdbc,copod,mean,0.9876190476190476,0.9955555555555556,0.0526447380853909,False
7,wdbc,ecod,mean,0.9374285714285714,0.9777777777777776,0.0885286630129834,False
8,wdbc,iforest,mean,0.99,0.9966013071895424,0.0687553949109355,False
8,wdbc,loda,mean,0.8982380952380952,0.9741176470588234,0.0591111735341959,False
8,wdbc,inne,mean,0.9776666666666668,0.9933333333333334,0.230920854250431,False
8,wdbc,hbos,mean,0.9703333333333332,0.9909150326797386,0.0860784190909843,False
8,wdbc,copod,mean,1.0,1.0,0.0490583224180463,True
8,wdbc,ecod,mean,0.9465238095238094,0.9832679738562092,0.0817499272314987,False
9,wdbc,iforest,mean,0.9686190476190476,0.9911111111111112,0.0734947463145146,False
9,wdbc,loda,mean,0.8855714285714285,0.971111111111111,0.0689352807990462,False
9,wdbc,inne,mean,1.0,1.0,0.2122639733549176,True
9,wdbc,hbos,mean,0.9415238095238097,0.982156862745098,0.091935010717549,False
9,wdbc,copod,mean,0.981904761904762,0.9933333333333334,0.0519084732186509,False
9,wdbc,ecod,mean,0.9253492063492064,0.9719607843137256,0.0893413643924827,False
10,wdbc,iforest,mean,0.971952380952381,0.9922222222222222,0.074273693662094,False
10,wdbc,loda,mean,0.8744047619047619,0.967058823529412,0.0697155681512146,False
10,wdbc,inne,mean,0.941404761904762,0.9837581699346404,0.2391261962062593,False
10,wdbc,hbos,mean,0.986,0.9954901960784314,0.084743183925335,False
10,wdbc,copod,mean,0.9926666666666666,0.9977777777777778,0.0554359946240049,True
10,wdbc,ecod,mean,0.9234523809523808,0.9774509803921568,0.0973573059375732,False
11,wdbc,iforest,mean,0.9933333333333334,0.9977124183006536,0.0532111486171726,False
11,wdbc,loda,mean,0.8919523809523809,0.9737908496732024,0.0589899361430778,False
11,wdbc,inne,mean,0.9743333333333334,0.9947712418300654,0.2136926932389655,False
11,wdbc,hbos,mean,0.9893333333333332,0.9966666666666668,0.0680273688747017,False
11,wdbc,copod,mean,0.9966666666666668,0.9988888888888888,0.0468252525539154,True
11,wdbc,ecod,mean,0.944904761904762,0.9832026143790852,0.0820182211553394,False
12,wdbc,iforest,mean,0.9563333333333336,0.9875816993464052,0.0798211231845168,False
12,wdbc,loda,mean,0.8258095238095239,0.9541176470588236,0.0858524466667773,False
12,wdbc,inne,mean,0.9833333333333334,0.994313725490196,0.2096029789299501,False
12,wdbc,hbos,mean,0.9410714285714284,0.9809150326797388,0.0988127027691761,False
12,wdbc,copod,mean,0.99,0.9966013071895424,0.0544218146759756,True
12,wdbc,ecod,mean,0.9055238095238096,0.9729411764705882,0.0851705561651628,False
13,wdbc,iforest,mean,0.9472380952380952,0.9854248366013072,0.0708077622830289,False
13,wdbc,loda,mean,0.8964047619047619,0.972875816993464,0.0649039888412754,False
13,wdbc,inne,mean,0.9618333333333332,0.9911111111111112,0.240603114590363,False
13,wdbc,hbos,mean,0.9504523809523808,0.98640522875817,0.0966164648100958,False
13,wdbc,copod,mean,0.9776666666666668,0.9943790849673204,0.0572222717655438,True
13,wdbc,ecod,mean,0.9053492063492063,0.9691503267973856,0.0959591688409297,False
14,wdbc,iforest,mean,0.9678730158730158,0.9888888888888888,0.081801170084078,False
14,wdbc,loda,mean,0.9193809523809524,0.9755555555555556,0.0784320258722176,False
14,wdbc,inne,mean,0.987777777777778,0.9944444444444444,0.2195432656264712,True
14,wdbc,hbos,mean,0.9483968253968252,0.9833333333333332,0.0999132537968471,False
14,wdbc,copod,mean,0.9869523809523808,0.9955555555555556,0.0583227751715675,False
14,wdbc,ecod,mean,0.8922936507936509,0.9608496732026144,0.095893646069951,False
15,wdbc,iforest,mean,1.0,1.0,0.0677898842700907,False
15,wdbc,loda,mean,0.916063492063492,0.9754248366013072,0.0705374335835869,False
15,wdbc,inne,mean,1.0,1.0,0.2229466677514457,False
15,wdbc,hbos,mean,0.9942857142857144,0.9977777777777778,0.0833683963082332,False
15,wdbc,copod,mean,1.0,1.0,0.0423135104805064,True
15,wdbc,ecod,mean,0.9933333333333334,0.9977124183006536,0.0757246855434117,False
16,wdbc,iforest,mean,0.9446666666666664,0.9863398692810458,0.0806406904889707,False
16,wdbc,loda,mean,0.8533492063492062,0.9630065359477123,0.0698267624486401,False
16,wdbc,inne,mean,0.9576666666666668,0.9896732026143792,0.2179456204370621,False
16,wdbc,hbos,mean,0.9653333333333332,0.9898039215686276,0.088756531792697,False
16,wdbc,copod,mean,0.9876666666666668,0.996470588235294,0.0495176035907486,True
16,wdbc,ecod,mean,0.9316190476190476,0.9795424836601307,0.0926822806719854,False
17,wdbc,iforest,mean,0.977,0.9933333333333334,0.0654967854845147,False
17,wdbc,loda,mean,0.9145476190476188,0.9744444444444444,0.0659479611352088,False
17,wdbc,inne,mean,0.9378333333333334,0.9866666666666668,0.2228332269400966,False
17,wdbc,hbos,mean,0.9711190476190475,0.9898692810457516,0.09658066032434,False
17,wdbc,copod,mean,0.9786190476190476,0.9932679738562092,0.0549661328670176,True
17,wdbc,ecod,mean,0.9065873015873016,0.9698692810457517,0.0948851156623571,False
18,wdbc,iforest,mean,0.990952380952381,0.9966666666666668,0.0691404765765991,False
