export_version,figure,panel,panel_title,plot_order,point_index,group,metric,rho,clip_cap,clip_cap_label,x,y,value,count,style_key,label
tikz-v2,weight_clipping_frontier,B,adaptation,4,20,adaptation,clipped_target_tv,1.5,34.0,c=34,1.5314789170422551,0.0211845609696466,0.0211845609696466,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,21,adaptation,clipped_target_tv,1.5,55.0,c=55,1.740362689494244,0.0100338650539236,0.0100338650539236,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,22,adaptation,clipped_target_tv,1.5,89.0,c=89,1.9493900066449128,0.004321419393656,0.004321419393656,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,23,adaptation,clipped_target_tv,1.5,inf,unclipped,2.299390006644913,0.0,0.0,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,24,adaptation,clipped_target_tv,3.0,1.0,c=1,0.0,0.6844420122379268,0.6844420122379268,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,25,adaptation,clipped_target_tv,3.0,1.5,c=1.5,0.1760912590556812,0.6606848271882283,0.6606848271882283,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,26,adaptation,clipped_target_tv,3.0,2.0,c=2,0.3010299956639812,0.6425472765117934,0.6425472765117934,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,27,adaptation,clipped_target_tv,3.0,3.0,c=3,0.4771212547196624,0.6151703162525863,0.6151703162525863,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,28,adaptation,clipped_target_tv,3.0,5.0,c=5,0.6989700043360189,0.5777131864339924,0.5777131864339924,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,29,adaptation,clipped_target_tv,3.0,8.0,c=8,0.9030899869919436,0.5404842334171074,0.5404842334171074,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,30,adaptation,clipped_target_tv,3.0,13.0,c=13,1.1139433523068367,0.4995403474871754,0.4995403474871754,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,31,adaptation,clipped_target_tv,3.0,21.0,c=21,1.3222192947339193,0.4570482180393309,0.4570482180393309,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,32,adaptation,clipped_target_tv,3.0,34.0,c=34,1.5314789170422551,0.412885925340763,0.412885925340763,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,33,adaptation,clipped_target_tv,3.0,55.0,c=55,1.740362689494244,0.3680465703981033,0.3680465703981033,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,34,adaptation,clipped_target_tv,3.0,89.0,c=89,1.9493900066449128,0.3232391670837934,0.3232391670837934,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,B,adaptation,4,35,adaptation,clipped_target_tv,3.0,inf,unclipped,2.299390006644913,0.0,0.0,500,tv,"TV(Q, Q_c)"
tikz-v2,weight_clipping_frontier,C,frontier,5,0,frontier,frontier_oracle_tail_mismatch,0.5,1.0,c=1,0.0024865183015486,0.5305388261598772,0.5305388261598772,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,1,frontier,frontier_oracle_tail_mismatch,0.5,1.5,c=1.5,0.0032200131893328,0.4189621845500099,0.4189621845500099,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,2,frontier,frontier_oracle_tail_mismatch,0.5,2.0,c=2,0.0040941693977752,0.3205573693840616,0.3205573693840616,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,3,frontier,frontier_oracle_tail_mismatch,0.5,3.0,c=3,0.0059942204865833,0.1821870031193267,0.1821870031193267,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,4,frontier,frontier_oracle_tail_mismatch,0.5,5.0,c=5,0.0097589514979226,0.0509066251594538,0.0509066251594538,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,5,frontier,frontier_oracle_tail_mismatch,0.5,8.0,c=8,0.01137598117284,0.0025799467279517,0.0025799467279517,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,6,frontier,frontier_oracle_tail_mismatch,0.5,13.0,c=13,0.0114631053685593,2.455595492758664e-05,2.455595492758664e-05,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,7,frontier,frontier_oracle_tail_mismatch,0.5,21.0,c=21,0.0114631053685593,1.0480520563802258e-07,1.0480520563802258e-07,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,8,frontier,frontier_oracle_tail_mismatch,0.5,34.0,c=34,0.0114631053685593,1.7989367922212472e-10,1.7989367922212472e-10,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,9,frontier,frontier_oracle_tail_mismatch,0.5,55.0,c=55,0.0114631053685593,1.330446443324427e-13,1.330446443324427e-13,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,10,frontier,frontier_oracle_tail_mismatch,0.5,89.0,c=89,0.0114631053685593,1.4680077564273372e-14,1.4680077564273372e-14,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,11,frontier,frontier_oracle_tail_mismatch,0.5,inf,unclipped,0.0114631053685593,4.0562024061897673e-16,4.0562024061897673e-16,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,12,frontier,frontier_oracle_tail_mismatch,1.5,1.0,c=1,0.004388294566754,1.83230644076053,1.83230644076053,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,13,frontier,frontier_oracle_tail_mismatch,1.5,1.5,c=1.5,0.0054567224031346,1.7373915129165414,1.7373915129165414,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,14,frontier,frontier_oracle_tail_mismatch,1.5,2.0,c=2,0.0064916219632833,1.6618173385725417,1.6618173385725417,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,15,frontier,frontier_oracle_tail_mismatch,1.5,3.0,c=3,0.0085062135242551,1.5441454838388222,1.5441454838388222,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,16,frontier,frontier_oracle_tail_mismatch,1.5,5.0,c=5,0.0124108879020903,1.3796190248926377,1.3796190248926377,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,17,frontier,frontier_oracle_tail_mismatch,1.5,8.0,c=8,0.0181597275736689,1.2168677623436834,1.2168677623436834,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,18,frontier,frontier_oracle_tail_mismatch,1.5,13.0,c=13,0.0275860492245059,1.0427058689068496,1.0427058689068496,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,19,frontier,frontier_oracle_tail_mismatch,1.5,21.0,c=21,0.042335745246293,0.8701356308933299,0.8701356308933299,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,20,frontier,frontier_oracle_tail_mismatch,1.5,34.0,c=34,0.0654749699759461,0.7016578826340838,0.7016578826340838,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,21,frontier,frontier_oracle_tail_mismatch,1.5,55.0,c=55,0.1007560216480164,0.5434056347110502,0.5434056347110502,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,22,frontier,frontier_oracle_tail_mismatch,1.5,89.0,c=89,0.1527531219088722,0.3993663411608761,0.3993663411608761,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,23,frontier,frontier_oracle_tail_mismatch,1.5,inf,unclipped,0.4456790135173912,4.899988939423892e-16,4.899988939423892e-16,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,24,frontier,frontier_oracle_tail_mismatch,3.0,1.0,c=1,0.0147774784225919,4.395939335800171,4.395939335800171,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,25,frontier,frontier_oracle_tail_mismatch,3.0,1.5,c=1.5,0.0181861283793515,4.305284394921301,4.305284394921301,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,26,frontier,frontier_oracle_tail_mismatch,3.0,2.0,c=2,0.0212245770857001,4.237803173613213,4.237803173613213,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,27,frontier,frontier_oracle_tail_mismatch,3.0,3.0,c=3,0.0266478504826525,4.13825874779473,4.13825874779473,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,28,frontier,frontier_oracle_tail_mismatch,3.0,5.0,c=5,0.0360544946959349,4.005523291863201,4.005523291863201,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,29,frontier,frontier_oracle_tail_mismatch,3.0,8.0,c=8,0.0483390177122547,3.87628295843719,3.87628295843719,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,30,frontier,frontier_oracle_tail_mismatch,3.0,13.0,c=13,0.0663266293392825,3.7357676221509393,3.7357676221509393,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,31,frontier,frontier_oracle_tail_mismatch,3.0,21.0,c=21,0.0913506163191885,3.590155320065688,3.590155320065688,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,32,frontier,frontier_oracle_tail_mismatch,3.0,34.0,c=34,0.1266411169120069,3.43725577764249,3.43725577764249,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,33,frontier,frontier_oracle_tail_mismatch,3.0,55.0,c=55,0.1756147573566719,3.278292999118155,3.278292999118155,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,34,frontier,frontier_oracle_tail_mismatch,3.0,89.0,c=89,0.2414852725829433,3.113180457429827,3.113180457429827,500,frontier,frontier: mismatch vs atom
tikz-v2,weight_clipping_frontier,C,frontier,5,35,frontier,frontier_oracle_tail_mismatch,3.0,inf,unclipped,0.9994216231183226,5.231476506051585e-16,5.231476506051585e-16,500,frontier,frontier: mismatch vs atom
