summary_version,scenario,diagnostic,kappa,bin,x_left,x_right,x,successes,count,probability
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,3.0,28,1.6176470588235299,1.7647058823529411,1.688972117630555,31.0,21336.0,0.0014529433820772404
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,3.5,28,1.6176470588235299,1.7647058823529411,1.688972117630555,30.0,21336.0,0.00140607424071991
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,4.0,28,1.6176470588235299,1.7647058823529411,1.688972117630555,29.0,21336.0,0.0013592050993625796
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,20,0.4411764705882355,0.5882352941176472,0.5158747517512869,29489.0,70866.0,0.41612338780233116
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,20,0.4411764705882355,0.5882352941176472,0.5158747517512869,8951.0,70866.0,0.1263088081731719
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,20,0.4411764705882355,0.5882352941176472,0.5158747517512869,14663.0,70866.0,0.2069116360454943
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,20,0.4411764705882355,0.5882352941176472,0.5158747517512869,19158.0,70866.0,0.27034120734908135
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,20,0.4411764705882355,0.5882352941176472,0.5158747517512869,22004.0,70866.0,0.31050150989190867
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,4.0,20,0.4411764705882355,0.5882352941176472,0.5158747517512869,23601.0,70866.0,0.33303699940733217
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,inf,29,1.7647058823529411,1.9117647058823533,1.8376460365043705,27.0,18092.0,0.0014923723192571301
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,2.0,29,1.7647058823529411,1.9117647058823533,1.8376460365043705,12.0,18092.0,0.0006632765863365023
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,2.5,29,1.7647058823529411,1.9117647058823533,1.8376460365043705,9.0,18092.0,0.0004974574397523767
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,3.0,29,1.7647058823529411,1.9117647058823533,1.8376460365043705,10.0,18092.0,0.000552730488613752
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,3.5,29,1.7647058823529411,1.9117647058823533,1.8376460365043705,12.0,18092.0,0.0006632765863365023
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,4.0,29,1.7647058823529411,1.9117647058823533,1.8376460365043705,13.0,18092.0,0.0007185496351978776
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,17,0.0,0.1470588235294117,0.07405239317389631,37941.0,62386.0,0.6081652934953355
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,inf,17,0.0,0.1470588235294117,0.07452044478486212,36091.0,73259.0,0.4926493673132311
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,17,0.0,0.1470588235294117,0.07405239317389631,15396.0,62386.0,0.24678613791555798
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,2.0,17,0.0,0.1470588235294117,0.07452044478486212,6928.0,73259.0,0.09456858542977654
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,17,0.0,0.1470588235294117,0.07405239317389631,23642.0,62386.0,0.3789632289295675
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,2.5,17,0.0,0.1470588235294117,0.07452044478486212,11412.0,73259.0,0.15577608211960306
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.0,17,0.0,0.1470588235294117,0.07405239317389631,29388.0,62386.0,0.47106722662135736
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,3.0,17,0.0,0.1470588235294117,0.07452044478486212,16580.0,73259.0,0.22632031559262344
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,3.5,17,0.0,0.1470588235294117,0.07405239317389631,32791.0,62386.0,0.5256147212515628
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,3.5,17,0.0,0.1470588235294117,0.07452044478486212,21155.0,73259.0,0.288769980480214
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,4.0,17,0.0,0.1470588235294117,0.07405239317389631,34571.0,62386.0,0.5541467636969833
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,4.0,17,0.0,0.1470588235294117,0.07452044478486212,24326.0,73259.0,0.33205476460230143
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,inf,18,0.1470588235294117,0.2941176470588238,0.2213737738185241,37148.0,65823.0,0.5643620011242271
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,inf,18,0.1470588235294117,0.2941176470588238,0.2206378476549786,26229.0,75103.0,0.34924037654953866
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.0,18,0.1470588235294117,0.2941176470588238,0.2213737738185241,14031.0,65823.0,0.21316257235312885
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,2.0,18,0.1470588235294117,0.2941176470588238,0.2206378476549786,5586.0,75103.0,0.07437785441327244
split-v5:weighted:wcs-homogeneous,baseline,first_threshold,2.5,18,0.1470588235294117,0.2941176470588238,0.2213737738185241,21892.0,65823.0,0.3325889126900931
split-v5:weighted:wcs-homogeneous,baseline,rank_aware,2.5,18,0.1470588235294117,0.2941176470588238,0.2206378476549786,8647.0,75103.0,0.11513521430568685
