export_version,figure,panel,panel_title,plot_order,group,method,scenario,kappa,m,x,y,x_left,x_right,y_bottom,y_top,value,probability,count,style_key,label
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.5625,4.020833333333334,2.4583333333333335,2.6666666666666665,3.916666666666667,4.125,0.92,0.92,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.5625,4.229166666666667,2.4583333333333335,2.6666666666666665,4.125,4.333333333333334,0.96,0.96,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.5625,4.4375,2.4583333333333335,2.6666666666666665,4.333333333333334,4.541666666666667,0.96,0.96,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.5625,4.645833333333334,2.4583333333333335,2.6666666666666665,4.541666666666667,4.75,0.96,0.96,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,2.354166666666667,2.6666666666666665,2.875,2.25,2.4583333333333335,0.52,0.52,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,2.5625,2.6666666666666665,2.875,2.4583333333333335,2.6666666666666665,0.52,0.52,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,2.770833333333333,2.6666666666666665,2.875,2.6666666666666665,2.875,0.44,0.44,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,2.979166666666667,2.6666666666666665,2.875,2.875,3.0833333333333335,0.8,0.8,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,3.1875,2.6666666666666665,2.875,3.0833333333333335,3.291666666666667,0.76,0.76,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,3.3958333333333335,2.6666666666666665,2.875,3.291666666666667,3.5,0.68,0.68,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,3.604166666666667,2.6666666666666665,2.875,3.5,3.7083333333333335,0.88,0.88,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,3.8125,2.6666666666666665,2.875,3.7083333333333335,3.916666666666667,0.84,0.84,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,4.020833333333334,2.6666666666666665,2.875,3.916666666666667,4.125,0.88,0.88,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,4.229166666666667,2.6666666666666665,2.875,4.125,4.333333333333334,0.96,0.96,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,4.4375,2.6666666666666665,2.875,4.333333333333334,4.541666666666667,0.92,0.92,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.770833333333333,4.645833333333334,2.6666666666666665,2.875,4.541666666666667,4.75,0.88,0.88,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,2.354166666666667,2.875,3.0833333333333335,2.25,2.4583333333333335,0.36,0.36,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,2.5625,2.875,3.0833333333333335,2.4583333333333335,2.6666666666666665,0.36,0.36,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,2.770833333333333,2.875,3.0833333333333335,2.6666666666666665,2.875,0.52,0.52,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,2.979166666666667,2.875,3.0833333333333335,2.875,3.0833333333333335,0.64,0.64,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,3.1875,2.875,3.0833333333333335,3.0833333333333335,3.291666666666667,0.64,0.64,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,3.3958333333333335,2.875,3.0833333333333335,3.291666666666667,3.5,0.76,0.76,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,3.604166666666667,2.875,3.0833333333333335,3.5,3.7083333333333335,0.64,0.64,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,3.8125,2.875,3.0833333333333335,3.7083333333333335,3.916666666666667,0.72,0.72,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,4.020833333333334,2.875,3.0833333333333335,3.916666666666667,4.125,0.84,0.84,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,4.229166666666667,2.875,3.0833333333333335,4.125,4.333333333333334,0.88,0.88,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,4.4375,2.875,3.0833333333333335,4.333333333333334,4.541666666666667,0.92,0.92,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,2.979166666666667,4.645833333333334,2.875,3.0833333333333335,4.541666666666667,4.75,0.96,0.96,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,2.354166666666667,3.0833333333333335,3.291666666666667,2.25,2.4583333333333335,0.24,0.24,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,2.5625,3.0833333333333335,3.291666666666667,2.4583333333333335,2.6666666666666665,0.36,0.36,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,2.770833333333333,3.0833333333333335,3.291666666666667,2.6666666666666665,2.875,0.68,0.68,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,2.979166666666667,3.0833333333333335,3.291666666666667,2.875,3.0833333333333335,0.64,0.64,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,3.1875,3.0833333333333335,3.291666666666667,3.0833333333333335,3.291666666666667,0.48,0.48,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,3.3958333333333335,3.0833333333333335,3.291666666666667,3.291666666666667,3.5,0.88,0.88,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,3.604166666666667,3.0833333333333335,3.291666666666667,3.5,3.7083333333333335,0.68,0.68,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,3.8125,3.0833333333333335,3.291666666666667,3.7083333333333335,3.916666666666667,0.72,0.72,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,4.020833333333334,3.0833333333333335,3.291666666666667,3.916666666666667,4.125,0.84,0.84,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,4.229166666666667,3.0833333333333335,3.291666666666667,4.125,4.333333333333334,0.92,0.92,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,4.4375,3.0833333333333335,3.291666666666667,4.333333333333334,4.541666666666667,0.84,0.84,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.1875,4.645833333333334,3.0833333333333335,3.291666666666667,4.541666666666667,4.75,0.76,0.76,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,2.354166666666667,3.291666666666667,3.5,2.25,2.4583333333333335,0.32,0.32,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,2.5625,3.291666666666667,3.5,2.4583333333333335,2.6666666666666665,0.4,0.4,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,2.770833333333333,3.291666666666667,3.5,2.6666666666666665,2.875,0.4,0.4,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,2.979166666666667,3.291666666666667,3.5,2.875,3.0833333333333335,0.56,0.56,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,3.1875,3.291666666666667,3.5,3.0833333333333335,3.291666666666667,0.48,0.48,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,3.3958333333333335,3.291666666666667,3.5,3.291666666666667,3.5,0.8,0.8,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,3.604166666666667,3.291666666666667,3.5,3.5,3.7083333333333335,0.64,0.64,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,3.8125,3.291666666666667,3.5,3.7083333333333335,3.916666666666667,0.72,0.72,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,4.020833333333334,3.291666666666667,3.5,3.916666666666667,4.125,0.76,0.76,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,4.229166666666667,3.291666666666667,3.5,4.125,4.333333333333334,0.84,0.84,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
tikz-v3,figure1,heatmap_r1_c1,Perfect-score WCS.homo,1,heatmap_cell,wcs_homogeneous,baseline,inf,,3.3958333333333335,4.4375,3.291666666666667,3.5,4.333333333333334,4.541666666666667,0.84,0.84,25.0,discovery_probability,"$\alpha=0.10,\ \pi_1=0.10$"
