summary_version,setting,phase_cells,accepted_trials,median_auroc,median_neff,median_max_normalized_weight,median_p_min_anom,median_alpha_over_m,median_delta_min,certified_no_first_discovery_rate,certified_no_rank_discovery_rate,exact_discovery_rate,exact_power,exact_fdr
perfect-score-v2,feasible by rank-aware diagnostic,85,8500,1.0,1337.284795964807,0.05798664560615273,9.613529939393255e-05,0.0006493506493506494,0.24084759164476158,0.1584705882352941,0.04764705882352941,0.9561176470588235,0.7467400841057762,0.07783547644583479
perfect-score-v2,certified no rank discovery,59,5900,0.9994520547945206,73.02617620569258,0.1709563750868508,0.0017146103138534245,9.532888465204958e-05,6.96322737837387,0.9942372881355932,0.8591525423728814,0.15762711864406778,0.13086605861808176,0.019647988809411307
