summary_version,phase_x_bin,phase_y_bin,x_left,x_right,y_bottom,y_top,x,y,alpha,pi1,m,mean_n_cal,mean_rho,count,n_anomaly,calib_ess,max_normalized_calib_weight,p_min_anom,delta_min,rank_delta,certified_no_first_discovery,certified_no_rank_discovery,log10_m_over_alpha,log10_inverse_p_min,log10_delta_min,log10_rank_delta,auroc,perfect_separation_from_calibration,anomalies_exceed_all_inliers,exact_any_discovery,exact_power,exact_fdr,randomized_any_discovery,randomized_power,randomized_fdr,oracle_any_discovery,oracle_power,oracle_fdr
perfect-score-v2,1,2,2.4583333333333335,2.6666666666666665,2.6666666666666665,2.875,2.5625,2.770833333333333,0.1,0.05,37,412.71,1.265,100,2.0,188.34384437765127,0.10843078964271417,0.0017461098042624067,0.6460606275770904,0.5797035506616293,0.0,0.0,2.568201724066995,2.7620789176866594,-0.19387719361966405,-0.24886983748475186,1.0,True,True,1.0,0.73,0.06666666666666667,1.0,0.83,0.09333333333333334,1.0,1.0,0.11314285714285717
perfect-score-v2,1,3,2.4583333333333335,2.6666666666666665,2.875,3.0833333333333335,2.5625,2.979166666666667,0.1,0.05,37,674.49,1.165,100,2.0,296.2187492804331,0.06991649721801639,0.0010727908251546286,0.39693260530721264,0.3589510396085746,0.0,0.0,2.568201724066995,2.973856629257923,-0.40565490519092817,-0.459293027618411,1.0,True,True,1.0,0.83,0.06333333333333332,1.0,0.9,0.07166666666666666,1.0,1.0,0.081
perfect-score-v2,1,4,2.4583333333333335,2.6666666666666665,3.0833333333333335,3.291666666666667,2.5625,3.1875,0.1,0.05,37,1092.11,1.25,100,2.0,453.4704062537183,0.07140764911375543,0.0006630480592531056,0.2453277819236491,0.2192450141123572,0.0,0.0,2.568201724066995,3.18246499528929,-0.6142632712222948,-0.6705639587094119,1.0,True,True,1.0,0.85,0.11866666666666667,1.0,0.89,0.13308333333333333,1.0,1.0,0.10766666666666666
perfect-score-v2,1,5,2.4583333333333335,2.6666666666666665,3.291666666666667,3.5,2.5625,3.3958333333333335,0.1,0.05,37,1782.12,1.275,100,2.0,732.3936402441142,0.05781518291400542,0.00040790855165248813,0.1509261641114206,0.13673452682514578,0.0,0.0,2.568201724066995,3.3932331384860905,-0.8250314144190963,-0.8770751055764329,1.0,True,True,1.0,0.87,0.06699999999999999,1.0,0.88,0.08033333333333333,1.0,1.0,0.07866666666666666
perfect-score-v2,1,6,2.4583333333333335,2.6666666666666665,3.5,3.7083333333333335,2.5625,3.604166666666667,0.1,0.05,37,2786.43,1.31,100,2.0,1028.8035756011934,0.04377890131698213,0.00025001715856565383,0.09250634866929192,0.08568172696928412,0.0,0.0,2.568201724066995,3.6058523270232548,-1.0376506029562607,-1.0767919996806545,1.0,True,True,1.0,0.865,0.11800000000000001,1.0,0.925,0.13433333333333336,1.0,1.0,0.12100000000000001
perfect-score-v2,1,7,2.4583333333333335,2.6666666666666665,3.7083333333333335,3.916666666666667,2.5625,3.8125,0.1,0.05,37,4723.49,1.265,100,2.0,1791.159069866837,0.02734296118863453,0.0001608446130045236,0.05951250681167374,0.053512994496707836,0.0,0.0,2.568201724066995,3.7971154179187208,-1.2289136938517253,-1.2817726104186908,1.0,True,True,1.0,0.945,0.06433333333333333,1.0,0.955,0.07314285714285713,1.0,1.0,0.08433333333333333
perfect-score-v2,1,8,2.4583333333333335,2.6666666666666665,3.916666666666667,4.125,2.5625,4.020833333333334,0.1,0.05,37,7316.71,1.325,100,2.0,2631.4535863369947,0.026558018660449396,9.608236021255574e-05,0.035550473278645627,0.03284335127574455,0.0,0.0,2.568201724066995,4.021211257165287,-1.4530095330982926,-1.4933834003001625,1.0,True,True,1.0,0.945,0.08666666666666666,1.0,0.965,0.09333333333333334,1.0,1.0,0.085
perfect-score-v2,1,9,2.4583333333333335,2.6666666666666665,4.125,4.333333333333334,2.5625,4.229166666666667,0.1,0.05,37,12703.08,1.26,100,2.0,5268.225525210768,0.02590262810394894,6.1032667407931636e-05,0.022582086940934696,0.02034829773854349,0.0,0.0,2.568201724066995,4.218542382516149,-1.6503406584491542,-1.7041772772417332,1.0,True,True,1.0,0.945,0.11533333333333333,1.0,0.97,0.122,1.0,1.0,0.10933333333333332
perfect-score-v2,1,10,2.4583333333333335,2.6666666666666665,4.333333333333334,4.541666666666667,2.5625,4.4375,0.1,0.05,37,20249.89,1.225,100,2.0,8687.765794065557,0.01711701348487356,3.760757906436204e-05,0.013914804253813955,0.012491502243918167,0.0,0.0,2.568201724066995,4.429102735656135,-1.8609010115891402,-1.91940938493114,1.0,True,True,1.0,0.975,0.11147619047619046,1.0,0.99,0.11747619047619047,1.0,1.0,0.09914285714285714
perfect-score-v2,1,11,2.4583333333333335,2.6666666666666665,4.541666666666667,4.75,2.5625,4.645833333333334,0.1,0.05,37,32494.82,1.155,100,2.0,13983.93467718412,0.008445813845394496,2.315771419565072e-05,0.008568354252390768,0.007706992210285796,0.0,0.0,2.568201724066995,4.639162143075925,-2.0709604190089292,-2.1242942846503077,1.0,True,True,1.0,0.99,0.08666666666666666,1.0,0.995,0.09,1.0,1.0,0.10833333333333334
perfect-score-v2,2,0,2.6666666666666665,2.875,2.25,2.4583333333333335,2.770833333333333,2.354166666666667,0.1,0.05,59,153.22,1.28,100,3.0,66.67289945982817,0.1646777171539052,0.0045642432998207645,2.6929035468942506,2.199328100358211,1.0,0.98,2.7708520116421442,2.3446658085404297,0.4261862031017142,0.32193235053744124,0.9985714285714287,True,False,0.04,0.04,0.0175,0.68,0.44666666666666666,0.07547619047619047,1.0,1.0,0.0912142857142857
perfect-score-v2,2,1,2.6666666666666665,2.875,2.4583333333333335,2.6666666666666665,2.770833333333333,2.5625,0.1,0.05,59,252.78,1.22,100,3.0,109.46335365938232,0.12918821515966958,0.0027771616447960857,1.6385253704296903,1.391854623324098,1.0,0.76,2.7708520116421442,2.5607464175775827,0.21010559406456106,0.12377503584642108,1.0,True,True,0.34,0.26333333333333336,0.06233333333333333,0.8,0.59,0.10960897435897435,1.0,1.0,0.0904642857142857
perfect-score-v2,2,2,2.6666666666666665,2.875,2.6666666666666665,2.875,2.770833333333333,2.770833333333333,0.1,0.05,59,402.38,1.29,100,3.0,152.41542407960844,0.08998724749016226,0.0016759918672444199,0.988835201674208,0.8386335641950593,0.42,0.27,2.7708520116421442,2.779603036536604,-0.008751024894459697,-0.09663879456610358,0.9996428571428573,True,False,0.76,0.5,0.033666666666666664,1.0,0.7233333333333333,0.08342857142857144,1.0,1.0,0.091
perfect-score-v2,2,3,2.6666666666666665,2.875,2.875,3.0833333333333335,2.770833333333333,2.979166666666667,0.1,0.05,59,630.23,1.365,100,3.0,227.09725057646259,0.1040290862329887,0.0010693008679494083,0.6308875120901509,0.5390538393885261,0.0,0.0,2.7708520116421442,2.974975034848671,-0.20412302320652728,-0.2870018078984075,0.9998214285714286,True,False,1.0,0.6766666666666665,0.08583333333333332,1.0,0.7766666666666667,0.11158333333333333,1.0,1.0,0.11549999999999999
perfect-score-v2,2,4,2.6666666666666665,2.875,3.0833333333333335,3.291666666666667,2.770833333333333,3.1875,0.1,0.05,59,967.52,1.2,100,3.0,390.80980249295453,0.06030477591816072,0.0006626480348222995,0.3909623405451566,0.3450039884304718,0.0,0.0,2.7708520116421442,3.1828064428720655,-0.41195443122992137,-0.474815964545088,0.9998214285714286,True,False,1.0,0.7733333333333333,0.05949999999999999,1.0,0.8666666666666667,0.06783333333333333,1.0,1.0,0.087
