seed,dataset,model,fold,prauc,rocauc,brier,is_best
1,wilt,iforest,mean,0.0490960807435538,0.4778705086953191,0.0950007222771159,False
1,wilt,loda,mean,0.0422187106556645,0.3871780752828213,0.0699097121305931,False
1,wilt,inne,mean,0.043051984972196,0.4075065757552543,0.2827772194589813,False
1,wilt,hbos,mean,0.0587897572046353,0.5302520652978882,0.1204150038203473,True
1,wilt,copod,mean,0.0403690220415758,0.3707038931024796,0.094628175376234,False
1,wilt,ecod,mean,0.0448112132330648,0.3950005107382722,0.1120586740627438,False
2,wilt,iforest,mean,0.049944982723504,0.4716672731683649,0.0960017279741342,False
2,wilt,loda,mean,0.0441625411222644,0.4116328621772773,0.0681744711031125,False
2,wilt,inne,mean,0.0426650866961314,0.3862545966444496,0.2729319126169794,False
2,wilt,hbos,mean,0.0613361170232672,0.5585053084859164,0.1102013259069249,True
2,wilt,copod,mean,0.0395875398894894,0.3412646198830408,0.0987870261016232,False
2,wilt,ecod,mean,0.0491987158836172,0.3489196289486452,0.1199508881544117,False
3,wilt,iforest,mean,0.0496337923412174,0.4805672067723895,0.0950559765389358,True
3,wilt,loda,mean,0.0460144716828912,0.4415254156132689,0.0670275893152246,False
3,wilt,inne,mean,0.0431145643003231,0.4003637414132128,0.2767781725408479,False
3,wilt,hbos,mean,0.0495450026199356,0.4521020072014097,0.1161143200030432,False
3,wilt,copod,mean,0.040326242729371,0.3640081143542991,0.095085488951689,False
3,wilt,ecod,mean,0.0466003479615423,0.3686047588038509,0.1206947413167487,False
4,wilt,iforest,mean,0.0496459050578712,0.486854394902832,0.0899621107881349,False
4,wilt,loda,mean,0.041764335122215,0.3782307387829106,0.070434314438258,False
4,wilt,inne,mean,0.0412715305559965,0.3859312354758804,0.2716295851814738,False
4,wilt,hbos,mean,0.0581456369833712,0.5377713297070915,0.1053312332522849,True
4,wilt,copod,mean,0.0382623898688709,0.3356364437294108,0.0897172689467269,False
4,wilt,ecod,mean,0.0499882174096139,0.4231640555172501,0.1148616039610878,False
5,wilt,iforest,mean,0.0520332616001399,0.5028026762685462,0.0964003059200413,True
5,wilt,loda,mean,0.0455371835450493,0.4299439464746291,0.0764500322486058,False
5,wilt,inne,mean,0.0420102791214415,0.3903098585254986,0.2719002908865189,False
5,wilt,hbos,mean,0.0404424919752632,0.3111115899282412,0.1014992938991432,False
5,wilt,copod,mean,0.0391516574828662,0.3458815342577696,0.1021014516510566,False
5,wilt,ecod,mean,0.0480376853330158,0.4110009831711739,0.1199602208765802,False
6,wilt,iforest,mean,0.0482964990213431,0.4595621376950382,0.0913700688271349,False
6,wilt,loda,mean,0.0367795930847075,0.3018438449653975,0.0642836443429699,False
6,wilt,inne,mean,0.0385788958462498,0.3428839794172477,0.277077904565299,False
6,wilt,hbos,mean,0.0436432152045041,0.3715072684440358,0.0995592898042799,False
6,wilt,copod,mean,0.0386360479068231,0.3319248129421078,0.0938606697848127,False
6,wilt,ecod,mean,0.0533509565298165,0.4167903610919584,0.113124594902313,True
7,wilt,iforest,mean,0.0514661781037022,0.4901912714829285,0.093936904621056,False
7,wilt,loda,mean,0.0415333043496462,0.3757423261574606,0.0681476958493887,False
7,wilt,inne,mean,0.0428075214273059,0.3902760221149671,0.2693002452195301,False
