seed,dataset,model,fold,prauc,rocauc,brier,is_best
1,wdbc,iforest,mean,0.981,0.9955555555555556,0.0551192041066852,False
1,wdbc,loda,mean,0.9272857142857144,0.9833333333333332,0.0535433850510544,False
1,wdbc,inne,mean,0.9595714285714284,0.9893137254901962,0.2281194677140374,False
1,wdbc,hbos,mean,0.972904761904762,0.9922222222222222,0.0855892169669439,False
1,wdbc,copod,mean,0.981,0.9955555555555556,0.0503964882416409,True
1,wdbc,ecod,mean,0.9258571428571428,0.9773856209150328,0.0866150999617225,False
2,wdbc,iforest,mean,0.982,0.9944444444444444,0.0666809101408406,False
2,wdbc,loda,mean,0.9222857142857144,0.98,0.0582903034761212,False
2,wdbc,inne,mean,0.9806666666666668,0.9966666666666668,0.2290057391704865,False
2,wdbc,hbos,mean,0.9746666666666666,0.9922222222222222,0.0955162560385311,False
2,wdbc,copod,mean,0.986,0.9955555555555556,0.0528012241433698,True
2,wdbc,ecod,mean,0.9279523809523808,0.9753594771241828,0.0891018597198306,False
3,wdbc,iforest,mean,0.9496666666666668,0.9877124183006536,0.0752611675718131,False
3,wdbc,loda,mean,0.8876190476190476,0.9754248366013072,0.0640584800249809,False
3,wdbc,inne,mean,0.971,0.995,0.2341270731827989,True
3,wdbc,hbos,mean,0.9069047619047618,0.9753594771241828,0.109285059776225,False
3,wdbc,copod,mean,0.9576666666666668,0.99,0.0614063096289902,False
3,wdbc,ecod,mean,0.8848333333333332,0.9642483660130718,0.1084194133742513,False
4,wdbc,iforest,mean,0.990952380952381,0.9966666666666668,0.0645481023494038,True
4,wdbc,loda,mean,0.9392380952380952,0.9832026143790848,0.0553641916280704,False
4,wdbc,inne,mean,0.981904761904762,0.9933333333333334,0.2066322035442427,False
4,wdbc,hbos,mean,0.9629047619047618,0.9877124183006536,0.0791444338272422,False
4,wdbc,copod,mean,0.99,0.9966013071895424,0.0521903649144297,False
4,wdbc,ecod,mean,0.9071349206349206,0.9698692810457517,0.0836272143029959,False
5,wdbc,iforest,mean,0.9572380952380952,0.9888888888888888,0.0774695153809838,False
5,wdbc,loda,mean,0.8992142857142857,0.9710457516339868,0.0624720528782015,False
5,wdbc,inne,mean,0.9743333333333332,0.9955555555555556,0.2169114739907345,True
