seed,dataset,model,fold,prauc,rocauc,brier,is_best
12,breastw,hbos,mean,0.9680477350931896,0.98633968139897,0.0433393969985008,False
12,breastw,copod,mean,0.982541181461636,0.9915648580668344,0.0437069024856199,False
12,breastw,ecod,mean,0.9842078481283026,0.9919271769074142,0.0453471051718132,False
13,breastw,iforest,mean,0.9916962435712436,0.9958617798538748,0.0424569929711297,True
13,breastw,loda,mean,0.9310188485756667,0.9759072942867408,0.0681655012210903,False
13,breastw,inne,mean,0.9300601271623998,0.9757381123487844,0.2193254533110554,False
13,breastw,hbos,mean,0.9777916128484312,0.9890406036651096,0.0474395933088533,False
13,breastw,copod,mean,0.990370485995486,0.9958617798538748,0.050641176874052,False
13,breastw,ecod,mean,0.990370485995486,0.9958617798538748,0.0524020942817996,False
14,breastw,iforest,mean,0.9851303242212334,0.9929752066115702,0.0411435454505829,False
14,breastw,loda,mean,0.9511080838353566,0.9835219786800816,0.056862435284072,False
14,breastw,inne,mean,0.935656906225088,0.9725221583423164,0.2412891320887627,False
14,breastw,hbos,mean,0.9711985993804176,0.9893071026470236,0.043439060021925,False
14,breastw,copod,mean,0.9855992996902088,0.993388429752066,0.0444160179167722,False
14,breastw,ecod,mean,0.9855992996902088,0.993388429752066,0.0463579125729786,True
15,breastw,iforest,mean,0.9874776990686082,0.9950413223140496,0.0415207657304779,True
15,breastw,loda,mean,0.9527209385732114,0.9838274044795784,0.0632960822513099,False
15,breastw,inne,mean,0.9493303539894448,0.9770122170319798,0.2343609574317854,False
15,breastw,hbos,mean,0.9672580575989668,0.98899568810636,0.0432039475988431,False
15,breastw,copod,mean,0.9776097892006984,0.9917864414899988,0.0470125223281042,False
15,breastw,ecod,mean,0.9776097892006984,0.9917864414899988,0.0488269920854353,False
16,breastw,iforest,mean,0.9831751455615092,0.9918373457899148,0.0479702917905998,True
16,breastw,loda,mean,0.9456657063475248,0.9811324709546054,0.0652471459330797,False
16,breastw,inne,mean,0.9314816748907656,0.9703632171517546,0.2308872176495933,False
16,breastw,hbos,mean,0.968065379485834,0.9888878907653612,0.0483947840710558,False
16,breastw,copod,mean,0.9827263393172484,0.9924541861300752,0.049318120209045,False
16,breastw,ecod,mean,0.9827263393172484,0.9924541861300752,0.0511434673979902,False
17,breastw,iforest,mean,0.9945931341385886,0.9971074380165288,0.0420114594376464,False
17,breastw,loda,mean,0.9430952359929634,0.979281949934124,0.0645960332507208,False
17,breastw,inne,mean,0.9628339841976208,0.9847107438016528,0.2527748605489834,False
17,breastw,hbos,mean,0.9943939393939394,0.9966942148760328,0.0377863539765015,False
17,breastw,copod,mean,0.9957792207792208,0.9975206611570246,0.0436112721967896,True
17,breastw,ecod,mean,0.9957792207792208,0.9975206611570246,0.0455061563150282,False
18,breastw,iforest,mean,0.9945931341385886,0.997158342316445,0.0370627962392979,True
18,breastw,loda,mean,0.9544412910322002,0.9848634567014012,0.0550784477138262,False
18,breastw,inne,mean,0.9261288311856491,0.9657923104563422,0.2332174835857769,False
18,breastw,hbos,mean,0.984534484875394,0.9936429512516468,0.0380037423299521,False
18,breastw,copod,mean,0.9897436275845368,0.9951431309138818,0.0465929627084322,False
18,breastw,ecod,mean,0.9897436275845368,0.9951431309138818,0.0484686158517718,False
19,breastw,iforest,mean,0.9870639188252824,0.9937956641513952,0.0446422852855065,True
19,breastw,loda,mean,0.938900249582068,0.9766828362678164,0.0709849978594372,False
19,breastw,inne,mean,0.9200760792238064,0.9683165648580668,0.2290233644467208,False
19,breastw,hbos,mean,0.9759196085900632,0.9907953048269256,0.0443887805543896,False
19,breastw,copod,mean,0.986418831589286,0.9943106958917236,0.0457785420563667,False
19,breastw,ecod,mean,0.986418831589286,0.9943106958917236,0.047300605877897,False
20,breastw,iforest,mean,0.9894326380690016,0.99431668463289,0.0443084404808204,True
20,breastw,loda,mean,0.9423790771518046,0.9778326745718048,0.0665054085721225,False
20,breastw,inne,mean,0.9449823943139452,0.9741106719367588,0.2443848253512891,False
20,breastw,hbos,mean,0.979476899363263,0.9905976763684274,0.0455656376635988,False
20,breastw,copod,mean,0.9862263494081678,0.9930261109114864,0.047095845355684,False
20,breastw,ecod,mean,0.985643598825417,0.9926128877709908,0.0491031400750563,False
