export_version,figure,panel,panel_title,plot_order,group,method,scenario,kappa,m,x,y,x_left,x_right,value,probability,count,style_key,label
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,0.9576086181277441,0.0,0.8823529411764706,1.0294117647058822,0.0,0.0,1400.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,0.9576086181277441,0.0,0.8823529411764706,1.0294117647058822,0.0,0.0,1400.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,0.6767820085520535,0.0,0.5882352941176472,0.7352941176470589,0.0,0.0,1400.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,0.6767820085520535,0.0,0.5882352941176472,0.7352941176470589,0.0,0.0,1400.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,0.6767820085520535,0.0,0.5882352941176472,0.7352941176470589,0.0,0.0,1400.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,0.6767820085520535,0.0,0.5882352941176472,0.7352941176470589,0.0,0.0,1400.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,0.6767820085520535,0.0,0.5882352941176472,0.7352941176470589,0.0,0.0,1400.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,0.6767820085520535,0.0,0.5882352941176472,0.7352941176470589,0.0,0.0,1400.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,0.5076396094517,0.0007142857142857143,0.4411764705882355,0.5882352941176472,0.0007142857142857143,0.0007142857142857143,1400.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,0.5076396094517,0.0007142857142857143,0.4411764705882355,0.5882352941176472,0.0007142857142857143,0.0007142857142857143,1400.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,0.5076396094517,0.0007142857142857143,0.4411764705882355,0.5882352941176472,0.0007142857142857143,0.0007142857142857143,1400.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,0.5076396094517,0.0007142857142857143,0.4411764705882355,0.5882352941176472,0.0007142857142857143,0.0007142857142857143,1400.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,0.5076396094517,0.0007142857142857143,0.4411764705882355,0.5882352941176472,0.0007142857142857143,0.0007142857142857143,1400.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,6,rank_aware,bh,baseline,4.0,,0.5076396094517,0.0007142857142857143,0.4411764705882355,0.5882352941176472,0.0007142857142857143,0.0007142857142857143,1400.0,kappa_4.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,1,rank_aware,bh,baseline,inf,,0.3669401074639397,0.005,0.2941176470588238,0.4411764705882355,0.005,0.005,1800.0,kappa_inf,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,2,rank_aware,bh,baseline,2.0,,0.3669401074639397,0.0033333333333333335,0.2941176470588238,0.4411764705882355,0.0033333333333333335,0.0033333333333333335,1800.0,kappa_2.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,3,rank_aware,bh,baseline,2.5,,0.3669401074639397,0.0038888888888888888,0.2941176470588238,0.4411764705882355,0.0038888888888888888,0.0038888888888888888,1800.0,kappa_2.5,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,4,rank_aware,bh,baseline,3.0,,0.3669401074639397,0.0044444444444444444,0.2941176470588238,0.4411764705882355,0.0044444444444444444,0.0044444444444444444,1800.0,kappa_3.0,$\log_{10}\Delta_{\mathrm{BH}}$
tikz-v3,figure1,E,Rank-aware BH-scale diagnostic,5,rank_aware,bh,baseline,3.5,,0.3669401074639397,0.005,0.2941176470588238,0.4411764705882355,0.005,0.005,1800.0,kappa_3.5,$\log_{10}\Delta_{\mathrm{BH}}$
