export_version,figure,panel,panel_title,plot_order,group,method,score_regime,sweep,x,y,x_left,x_right,y_bottom,y_top,x_value,x_label,alpha,m,target_pi1,n_anomaly_fixed,value,power,discovery_probability,fdr,median_log10_rank_delta,rank_delta_above_one_rate,mean_auroc,count,style_key,label
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,1.4,-1.8010299956639813,-1.451544993495972,1.3,1.5,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0002,0.0002,0.01,0.005,1.5228787452803374,0.98,0.920138105263158,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,1.6,-1.8010299956639813,-1.451544993495972,1.5,1.7,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0,0.0,0.0,0.0,1.3348882629249486,0.99,0.9208134736842104,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,1.7999999999999998,-1.8010299956639813,-1.451544993495972,1.7,1.9,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0004,0.0004,0.01,0.0,1.134060735938712,0.98,0.9222858947368422,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,2.0,-1.8010299956639813,-1.451544993495972,1.9,2.1,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0006,0.0006,0.02,0.0033333333333333,0.9014903193861986,0.92,0.921494105263158,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,2.2,-1.8010299956639813,-1.451544993495972,2.1,2.3,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0002,0.0002,0.01,0.0,0.7016928626714921,0.94,0.9191890526315788,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,2.4,-1.8010299956639813,-1.451544993495972,2.3,2.5,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0004,0.0004,0.02,0.01,0.5016894462103995,0.9,0.9198423157894736,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,2.6,-1.8010299956639813,-1.451544993495972,2.5,2.7,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0016,0.0016,0.04,0.0033333333333333,0.3021170913051953,0.81,0.9219989473684213,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,2.8,-1.8010299956639813,-1.451544993495972,2.7,2.9,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0018,0.0018,0.03,0.0025,0.1270537072430182,0.79,0.9186797894736842,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,3.0,-1.8010299956639813,-1.451544993495972,2.9,3.1,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0016,0.0016,0.05,0.0,-0.0834886893472372,0.3,0.9212648421052632,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,3.2,-1.8010299956639813,-1.451544993495972,3.1,3.3,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0025999999999999,0.0025999999999999,0.06,0.002,-0.2972131959896414,0.0,0.9219928421052632,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,3.4,-1.8010299956639813,-1.451544993495972,3.3,3.5,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0014,0.0014,0.05,0.0033333333333333,-0.4514026135974929,0.0,0.9220894736842103,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,3.6,-1.8010299956639813,-1.451544993495972,3.5,3.7,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0052,0.0052,0.08,0.0,-0.651278013998144,0.0,0.922079789473684,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,3.8,-1.8010299956639813,-1.451544993495972,3.7,3.9,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0102,0.0102,0.1,0.0108333333333333,-0.8512583487190752,0.0,0.9203475789473684,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.6020599913279625,4.0,-1.8010299956639813,-1.451544993495972,3.9,4.1,0.025,nominal FDR $\alpha$,0.025,1000,0.05,,0.0174,0.0174,0.17,0.0185917415917415,-0.9437875343435338,0.0,0.9221374736842104,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,1.4,-1.451544993495972,-1.1505149978319906,1.3,1.5,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0004,0.0004,0.02,0.0,1.2218487496163564,0.95,0.9192145263157891,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,1.6,-1.451544993495972,-1.1505149978319906,1.5,1.7,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0002,0.0002,0.01,0.005,1.0338582672609673,0.96,0.9171269473684212,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,1.7999999999999998,-1.451544993495972,-1.1505149978319906,1.7,1.9,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0006,0.0006,0.02,0.0,0.8101030815692856,0.96,0.9222572631578948,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,2.0,-1.451544993495972,-1.1505149978319906,1.9,2.1,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0002,0.0002,0.01,0.0,0.6430185990068689,0.94,0.9203098947368424,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,2.2,-1.451544993495972,-1.1505149978319906,2.1,2.3,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0006,0.0006,0.03,0.0,0.4006628670075109,0.8,0.9186524210526316,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,2.4,-1.451544993495972,-1.1505149978319906,2.3,2.5,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0014,0.0014,0.05,0.01,0.2006594505464182,0.75,0.9198254736842104,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,2.6,-1.451544993495972,-1.1505149978319906,2.5,2.7,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.001,0.001,0.04,0.01,0.0010870956412141,0.58,0.9190174736842104,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,2.8,-1.451544993495972,-1.1505149978319906,2.7,2.9,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.003,0.003,0.06,0.0025,-0.1742868197666689,0.06,0.9235574736842104,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,3.0,-1.451544993495972,-1.1505149978319906,2.9,3.1,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0094,0.0094,0.12,0.0098999999999999,-0.3947261902211497,0.0,0.919636,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,3.2,-1.451544993495972,-1.1505149978319906,3.1,3.3,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0098,0.0098,0.12,0.0162499999999999,-0.5982431916536226,0.0,0.9254244210526316,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,3.4,-1.451544993495972,-1.1505149978319906,3.3,3.5,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0148,0.0148,0.19,0.0254642857142857,-0.7524326092614742,0.0,0.924226105263158,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,3.6,-1.451544993495972,-1.1505149978319906,3.5,3.7,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0438,0.0438,0.33,0.0274165315248906,-0.9523080096621253,0.0,0.9213031578947368,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,3.8,-1.451544993495972,-1.1505149978319906,3.7,3.9,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0348,0.0348,0.4,0.033067821067821,-1.1457529461697749,0.0,0.9231955789473684,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.3010299956639813,4.0,-1.451544993495972,-1.1505149978319906,3.9,4.1,0.05,nominal FDR $\alpha$,0.05,1000,0.05,,0.0388,0.0388,0.45,0.0448479853479853,-1.2493519917028242,0.0,0.9207021052631578,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,1.4,-1.1505149978319906,-0.8494850021680094,1.3,1.5,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0012,0.0012,0.02,0.0066666666666666,0.9198393228480404,0.92,0.9216267368421052,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,1.6,-1.1505149978319906,-0.8494850021680094,1.5,1.7,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0006,0.0006,0.01,0.01,0.7248632346922798,0.92,0.9199374736842106,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,1.7999999999999998,-1.1505149978319906,-0.8494850021680094,1.7,1.9,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0032,0.0032,0.05,0.0128333333333333,0.499691118441359,0.85,0.9216842105263158,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,2.0,-1.1505149978319906,-0.8494850021680094,1.9,2.1,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0041999999999999,0.0041999999999999,0.08,0.023095238095238,0.3109099602019385,0.81,0.9185654736842104,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,2.2,-1.1505149978319906,-0.8494850021680094,2.1,2.3,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0094,0.0094,0.1,0.0375797101449275,0.1426675035687315,0.82,0.9238774736842104,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,2.4,-1.1505149978319906,-0.8494850021680094,2.3,2.5,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.009,0.009,0.12,0.0261103896103896,-0.0671135718355703,0.28,0.9215985263157894,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,2.6,-1.1505149978319906,-0.8494850021680094,2.5,2.7,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0262,0.0262,0.19,0.0456951403152591,-0.2999429000227671,0.0,0.9225199999999998,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,2.8,-1.1505149978319906,-0.8494850021680094,2.7,2.9,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0354,0.0354,0.23,0.034517316017316,-0.4894620161977467,0.0,0.9203696842105262,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,3.0,-1.1505149978319906,-0.8494850021680094,2.9,3.1,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0467999999999999,0.0467999999999999,0.3,0.0522408131084601,-0.6994040818153374,0.0,0.9228987368421052,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,3.2,-1.1505149978319906,-0.8494850021680094,3.1,3.3,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.055,0.055,0.44,0.0564186209499508,-0.8726578032548046,0.0,0.9239406315789472,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,3.4,-1.1505149978319906,-0.8494850021680094,3.3,3.5,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.0739999999999999,0.0739999999999999,0.51,0.0706101537351537,-1.0534626049254554,0.0,0.9208574736842106,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,3.6,-1.1505149978319906,-0.8494850021680094,3.5,3.7,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.1008,0.1008,0.78,0.0821775006039711,-1.2533380053261065,0.0,0.9195966315789472,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,3.8,-1.1505149978319906,-0.8494850021680094,3.7,3.9,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.108,0.108,0.72,0.0888678907032453,-1.443302907622753,0.0,0.9239313684210524,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-1.0,4.0,-1.1505149978319906,-0.8494850021680094,3.9,4.1,0.1,nominal FDR $\alpha$,0.1,1000,0.05,,0.1043999999999999,0.1043999999999999,0.87,0.0782409951159951,-1.5517437490351291,0.0,0.9205385263157896,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,1.4,-0.8494850021680094,-0.5484550065040281,1.3,1.5,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.0126,0.0126,0.11,0.0526132769823472,0.619788758288394,0.9,0.9206852631578948,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,1.6,-0.8494850021680094,-0.5484550065040281,1.5,1.7,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.0336,0.0336,0.09,0.0468799090144884,0.3872161432802645,0.89,0.9204764210526316,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,1.7999999999999998,-0.8494850021680094,-0.5484550065040281,1.7,1.9,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.0246,0.0246,0.13,0.0632576552690404,0.2253098021363526,0.8,0.9226583157894735,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,2.0,-0.8494850021680094,-0.5484550065040281,1.9,2.1,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.0324,0.0324,0.17,0.0537273796793414,-0.0005805673431173,0.5,0.9190265263157896,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,2.2,-0.8494850021680094,-0.5484550065040281,2.1,2.3,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.0652,0.0652,0.32,0.0982749809186719,-0.185452472751543,0.11,0.9232233684210526,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,2.4,-0.8494850021680094,-0.5484550065040281,2.3,2.5,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.0876,0.0876,0.41,0.112792606517349,-0.4014005407815441,0.0,0.919448842105263,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,2.6,-0.8494850021680094,-0.5484550065040281,2.5,2.7,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.105,0.105,0.43,0.1109177864404751,-0.6009728956867483,0.0,0.9191031578947368,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,2.8,-0.8494850021680094,-0.5484550065040281,2.7,2.9,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.1548,0.1548,0.59,0.1313664715943456,-0.800717078282385,0.0,0.925824210526316,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,3.0,-0.8494850021680094,-0.5484550065040281,2.9,3.1,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.1662,0.1662,0.76,0.1602642875164699,-1.0004340774793186,0.0,0.9183802105263158,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,3.2,-0.8494850021680094,-0.5484550065040281,3.1,3.3,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.198,0.198,0.84,0.1602069904378474,-1.200303182981585,0.0,0.9218421052631578,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,3.4,-0.8494850021680094,-0.5484550065040281,3.3,3.5,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.2346,0.2346,0.94,0.2001730273439768,-1.3544926005894364,0.0,0.9237633684210526,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,3.6,-0.8494850021680094,-0.5484550065040281,3.5,3.7,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.2025999999999999,0.2025999999999999,0.94,0.1581159894301858,-1.5543680009900875,0.0,0.9243530526315789,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,3.8,-0.8494850021680094,-0.5484550065040281,3.7,3.9,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.2286,0.2286,0.98,0.187981442638473,-1.752070427492729,0.0,0.9252258947368422,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c4,$N_{eff}$ by FDR level,12,heatmap_cell,weighted_wcs_homogeneous,finite_k2,alpha_sweep,-0.6989700043360187,4.0,-0.8494850021680094,-0.5484550065040281,3.9,4.1,0.2,nominal FDR $\alpha$,0.2,1000,0.05,,0.2128,0.2128,0.96,0.1814226051945043,-1.8488330379809312,0.0,0.9196200000000002,100,finite_k2_alpha_sweep,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,1.4,1.548455006504028,1.8494850021680092,1.3,1.5,50.0,test batch size $m$,0.1,50,,10.0,0.021,0.021,0.09,0.0266666666666666,0.2839966563652008,0.8,0.918675,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,1.6,1.548455006504028,1.8494850021680092,1.5,1.7,50.0,test batch size $m$,0.1,50,,10.0,0.053,0.053,0.16,0.0368809523809523,0.0861861476162833,0.73,0.9184,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,1.7999999999999998,1.548455006504028,1.8494850021680092,1.7,1.9,50.0,test batch size $m$,0.1,50,,10.0,0.09,0.09,0.22,0.0355819735819735,-0.0940301534832588,0.25,0.9168,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,2.0,1.548455006504028,1.8494850021680092,1.9,2.1,50.0,test batch size $m$,0.1,50,,10.0,0.149,0.149,0.4,0.0677196969696969,-0.3053513694466238,0.02,0.913925,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,2.2,1.548455006504028,1.8494850021680092,2.1,2.3,50.0,test batch size $m$,0.1,50,,10.0,0.1989999999999999,0.1989999999999999,0.59,0.0517777777777777,-0.502825092085708,0.0,0.916375,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,2.4,1.548455006504028,1.8494850021680092,2.3,2.5,50.0,test batch size $m$,0.1,50,,10.0,0.289,0.289,0.65,0.0545082972582972,-0.7024305364455253,0.0,0.91975,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,2.6,1.548455006504028,1.8494850021680092,2.5,2.7,50.0,test batch size $m$,0.1,50,,10.0,0.268,0.268,0.72,0.0600284992784992,-0.9020028913507294,0.0,0.90975,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,2.8,1.548455006504028,1.8494850021680092,2.7,2.9,50.0,test batch size $m$,0.1,50,,10.0,0.3340000000000001,0.3340000000000001,0.85,0.079813492063492,-1.1017470739463662,0.0,0.931025,100,finite_k2_m_fixed_count,statistical power
tikz-v1,figure2,power_atlas_r3_c2,$N_{eff}$ by $m$; fixed 10 anomalies,10,heatmap_cell,weighted_wcs_homogeneous,finite_k2,m_fixed_count,1.6989700043360187,3.0,1.548455006504028,1.8494850021680092,2.9,3.1,50.0,test batch size $m$,0.1,50,,10.0,0.363,0.363,0.89,0.0706449938949939,-1.3321939175444948,0.0,0.9258750000000002,100,finite_k2_m_fixed_count,statistical power
