summary_version,collection,sweep,score_regime,x_index,x_value,x_plot,x_left,x_right,log10_neff_bin,log10_neff_left,log10_neff_right,log10_neff_center,alpha,m,target_pi1,n_anomaly_fixed,count,mean_n_cal,mean_rho,mean_neff,log10_mean_neff,mean_n_anomaly,actual_pi1,discovery_probability,power,fdr,mean_log10_rank_delta,median_log10_rank_delta,rank_delta_above_one_rate,mean_auroc,perfect_separation_rate
operational-envelope-v4,atlas,m_fixed_pi,finite_k2,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,2,1.7,1.9,1.7999999999999998,0.1,50,0.05,,100,345.22,0.74,64.50697091246532,1.8096066489799634,2.0,0.039999999999999994,0.04,0.02,0.04,0.38735392239950733,0.5344774082995501,0.83,0.9323958333333334,0.1
operational-envelope-v4,atlas,m_fixed_pi,finite_k3,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,2,1.7,1.9,1.7999999999999998,0.1,50,0.05,,100,345.22,0.74,64.50697091246532,1.8096066489799634,2.0,0.039999999999999994,0.13,0.085,0.021333333333333333,0.38735392239950733,0.5344774082995501,0.83,0.9885416666666665,0.43
operational-envelope-v4,atlas,m_fixed_pi,perfect,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,3,1.9,2.1,2.0,0.1,50,0.05,,100,550.62,0.725,102.74249729250695,2.011750117619334,2.0,0.039999999999999994,0.25,0.16,0.066,0.2478115045850916,0.3690307461526807,0.83,1.0,1.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k1,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,3,1.9,2.1,2.0,0.1,50,0.05,,100,550.62,0.725,102.74249729250695,2.011750117619334,2.0,0.039999999999999994,0.01,0.005,0.025,0.2478115045850916,0.3690307461526807,0.83,0.7629166666666667,0.01
operational-envelope-v4,atlas,m_fixed_pi,finite_k2,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,3,1.9,2.1,2.0,0.1,50,0.05,,100,550.62,0.725,102.74249729250695,2.011750117619334,2.0,0.039999999999999994,0.07,0.04,0.031,0.2478115045850916,0.3690307461526807,0.83,0.926875,0.08
operational-envelope-v4,atlas,m_fixed_pi,finite_k3,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,3,1.9,2.1,2.0,0.1,50,0.05,,100,550.62,0.725,102.74249729250695,2.011750117619334,2.0,0.039999999999999994,0.13,0.075,0.040999999999999995,0.2478115045850916,0.3690307461526807,0.83,0.9840625,0.4
operational-envelope-v4,atlas,m_fixed_pi,perfect,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,4,2.1,2.3,2.2,0.1,50,0.05,,100,640.68,0.685,163.39989647379574,2.213251777038052,2.0,0.039999999999999994,0.43,0.305,0.04,0.01954379118465088,0.13548891894160814,0.69,1.0,1.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k1,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,4,2.1,2.3,2.2,0.1,50,0.05,,100,640.68,0.685,163.39989647379574,2.213251777038052,2.0,0.039999999999999994,0.02,0.01,0.02,0.01954379118465088,0.13548891894160814,0.69,0.7736458333333335,0.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k2,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,4,2.1,2.3,2.2,0.1,50,0.05,,100,640.68,0.685,163.39989647379574,2.213251777038052,2.0,0.039999999999999994,0.1,0.055,0.016666666666666666,0.01954379118465088,0.13548891894160814,0.69,0.9284375,0.04
operational-envelope-v4,atlas,m_fixed_pi,finite_k3,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,4,2.1,2.3,2.2,0.1,50,0.05,,100,640.68,0.685,163.39989647379574,2.213251777038052,2.0,0.039999999999999994,0.27,0.175,0.04833333333333333,0.01954379118465088,0.13548891894160814,0.69,0.9871874999999999,0.29
operational-envelope-v4,atlas,m_fixed_pi,perfect,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,5,2.3,2.5,2.4,0.1,50,0.05,,100,1536.24,0.745,261.0009221474673,2.416642041755327,2.0,0.039999999999999994,0.72,0.635,0.08833333333333332,-0.2168763773456016,-0.0644579892269185,0.36,1.0,1.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k1,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,5,2.3,2.5,2.4,0.1,50,0.05,,100,1536.24,0.745,261.0009221474673,2.416642041755327,2.0,0.039999999999999994,0.02,0.01,0.05,-0.2168763773456016,-0.0644579892269185,0.36,0.7684374999999999,0.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k2,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,5,2.3,2.5,2.4,0.1,50,0.05,,100,1536.24,0.745,261.0009221474673,2.416642041755327,2.0,0.039999999999999994,0.17,0.135,0.03666666666666667,-0.2168763773456016,-0.0644579892269185,0.36,0.9266666666666667,0.09
operational-envelope-v4,atlas,m_fixed_pi,finite_k3,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,5,2.3,2.5,2.4,0.1,50,0.05,,100,1536.24,0.745,261.0009221474673,2.416642041755327,2.0,0.039999999999999994,0.31,0.245,0.05333333333333333,-0.2168763773456016,-0.0644579892269185,0.36,0.9855208333333333,0.25
operational-envelope-v4,atlas,m_fixed_pi,perfect,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,6,2.5,2.7,2.6,0.1,50,0.05,,100,1442.47,0.665,404.9190649254235,2.6073682252667743,2.0,0.039999999999999994,0.94,0.885,0.10933333333333334,-0.37738186593614775,-0.22703642544640648,0.08,1.0,1.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k1,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,6,2.5,2.7,2.6,0.1,50,0.05,,100,1442.47,0.665,404.9190649254235,2.6073682252667743,2.0,0.039999999999999994,0.03,0.02,0.091,-0.37738186593614775,-0.22703642544640648,0.08,0.7320833333333333,0.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k2,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,6,2.5,2.7,2.6,0.1,50,0.05,,100,1442.47,0.665,404.9190649254235,2.6073682252667743,2.0,0.039999999999999994,0.18,0.105,0.10599999999999998,-0.37738186593614775,-0.22703642544640648,0.08,0.9078124999999999,0.03
operational-envelope-v4,atlas,m_fixed_pi,finite_k3,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,6,2.5,2.7,2.6,0.1,50,0.05,,100,1442.47,0.665,404.9190649254235,2.6073682252667743,2.0,0.039999999999999994,0.46,0.36,0.11766666666666666,-0.37738186593614775,-0.22703642544640648,0.08,0.9798958333333332,0.18
operational-envelope-v4,atlas,m_fixed_pi,perfect,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,7,2.7,2.9,2.8,0.1,50,0.05,,100,2058.5,0.695,644.5381217736334,2.8092486091778746,2.0,0.039999999999999994,1.0,0.985,0.127,-0.51246986436814,-0.4635944021870002,0.01,1.0,1.0
operational-envelope-v4,atlas,m_fixed_pi,finite_k1,0,50.0,1.6989700043360187,1.5484550065040281,1.8494850021680094,7,2.7,2.9,2.8,0.1,50,0.05,,100,2058.5,0.695,644.5381217736334,2.8092486091778746,2.0,0.039999999999999994,0.06,0.03,0.095,-0.51246986436814,-0.4635944021870002,0.01,0.7427083333333333,0.0
