seed,dataset,model,approach,train_size,test_size,n_train,n_test,n_test_normal,n_test_anomaly,actual_anomaly_rate,fdr,power,severity,weight_mode,target_test_probability,propensity_mean,propensity_std,propensity_min_observed,propensity_max_observed,normal_test_assignment_rate,target_test_size,n_normal_rejection_pool,n_normal_accepted_pool,n_anomaly_accepted_pool,oracle_calib_weight_mean,oracle_calib_weight_std,oracle_calib_weight_min,oracle_calib_weight_max,oracle_calib_weight_ess,oracle_test_weight_mean,oracle_test_weight_std,oracle_test_weight_min,oracle_test_weight_max,oracle_test_weight_ess,used_calib_weight_mean,used_calib_weight_std,used_calib_weight_min,used_calib_weight_max,used_calib_weight_ess,used_test_weight_mean,used_test_weight_std,used_test_weight_min,used_test_weight_max,used_test_weight_ess
5,vowels,inne,probabilistic_weighted,675,380,675,380,361,19,0.05,0.0,0.053,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5199146514935988,380,675,731,30,1.0,0.0,1.0,1.0,675.0,1.0,0.0,1.0,1.0,380.0,0.9981399321365626,0.1776602471826148,0.7213299301022414,1.387664518172912,654.2720648729795,1.0345554356637665,0.19039711626973752,0.7213299301022414,1.387664518172912,367.55110145838086
6,vowels,inne,empirical,725,352,725,352,334,18,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.484352773826458,352,725,681,23,1.0,0.0,1.0,1.0,725.0,1.0,0.0,1.0,1.0,352.0,,,,,0.0,,,,,0.0
6,vowels,inne,empirical_randomized,725,352,725,352,334,18,0.051,0.0,0.222,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.484352773826458,352,725,681,23,1.0,0.0,1.0,1.0,725.0,1.0,0.0,1.0,1.0,352.0,,,,,0.0,,,,,0.0
6,vowels,inne,empirical_randomized_weighted,725,352,725,352,334,18,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.484352773826458,352,725,681,23,1.0,0.0,1.0,1.0,725.0,1.0,0.0,1.0,1.0,352.0,0.9926022297422967,0.26092775635332627,0.655328185330634,1.6413652509571008,678.1392789255058,1.0734648972008147,0.30170379823658716,0.655328185330634,1.6413652509571008,326.23025637013393
6,vowels,inne,empirical_weighted,725,352,725,352,334,18,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.484352773826458,352,725,681,23,1.0,0.0,1.0,1.0,725.0,1.0,0.0,1.0,1.0,352.0,0.9926022297422967,0.26092775635332627,0.655328185330634,1.6413652509571008,678.1392789255058,1.0734648972008147,0.30170379823658716,0.655328185330634,1.6413652509571008,326.23025637013393
6,vowels,inne,probabilistic,725,352,725,352,334,18,0.051,0.0,0.167,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.484352773826458,352,725,681,23,1.0,0.0,1.0,1.0,725.0,1.0,0.0,1.0,1.0,352.0,,,,,0.0,,,,,0.0
6,vowels,inne,probabilistic_weighted,725,352,725,352,334,18,0.051,0.0,0.167,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.484352773826458,352,725,681,23,1.0,0.0,1.0,1.0,725.0,1.0,0.0,1.0,1.0,352.0,0.9926022297422967,0.26092775635332627,0.655328185330634,1.6413652509571008,678.1392789255058,1.0734648972008147,0.30170379823658716,0.655328185330634,1.6413652509571008,326.23025637013393
7,vowels,inne,empirical,705,364,705,364,346,18,0.049,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.49857752489331436,364,705,701,28,1.0,0.0,1.0,1.0,705.0,1.0,0.0,1.0,1.0,364.0,,,,,0.0,,,,,0.0
7,vowels,inne,empirical_randomized,705,364,705,364,346,18,0.049,0.25,0.167,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.49857752489331436,364,705,701,28,1.0,0.0,1.0,1.0,705.0,1.0,0.0,1.0,1.0,364.0,,,,,0.0,,,,,0.0
7,vowels,inne,empirical_randomized_weighted,705,364,705,364,346,18,0.049,0.333,0.111,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.49857752489331436,364,705,701,28,1.0,0.0,1.0,1.0,705.0,1.0,0.0,1.0,1.0,364.0,0.9937560176957668,0.21165036069717022,0.6599174997273807,1.4680579401605216,674.4084497481027,1.0501067936963535,0.23024499784025404,0.6599174997273807,1.4680579401605216,347.30360309826585
7,vowels,inne,empirical_weighted,705,364,705,364,346,18,0.049,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.49857752489331436,364,705,701,28,1.0,0.0,1.0,1.0,705.0,1.0,0.0,1.0,1.0,364.0,0.9937560176957668,0.21165036069717022,0.6599174997273807,1.4680579401605216,674.4084497481027,1.0501067936963535,0.23024499784025404,0.6599174997273807,1.4680579401605216,347.30360309826585
7,vowels,inne,probabilistic,705,364,705,364,346,18,0.049,0.333,0.111,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.49857752489331436,364,705,701,28,1.0,0.0,1.0,1.0,705.0,1.0,0.0,1.0,1.0,364.0,,,,,0.0,,,,,0.0
7,vowels,inne,probabilistic_weighted,705,364,705,364,346,18,0.049,0.333,0.111,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.49857752489331436,364,705,701,28,1.0,0.0,1.0,1.0,705.0,1.0,0.0,1.0,1.0,364.0,0.9937560176957668,0.21165036069717022,0.6599174997273807,1.4680579401605216,674.4084497481027,1.0501067936963535,0.23024499784025404,0.6599174997273807,1.4680579401605216,347.30360309826585
8,vowels,inne,empirical,677,376,677,376,357,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5184921763869133,376,677,729,23,1.0,0.0,1.0,1.0,677.0,1.0,0.0,1.0,1.0,376.0,,,,,0.0,,,,,0.0
8,vowels,inne,empirical_randomized,677,376,677,376,357,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5184921763869133,376,677,729,23,1.0,0.0,1.0,1.0,677.0,1.0,0.0,1.0,1.0,376.0,,,,,0.0,,,,,0.0
