seed,dataset,model,approach,train_size,test_size,n_train,n_test,n_test_normal,n_test_anomaly,actual_anomaly_rate,fdr,power
17,wbc,copod,probabilistic_weighted,106,56,106,56,53,3,0.054,0.0,0.333
18,wbc,copod,empirical,106,56,106,56,53,3,0.054,0.0,0.0
18,wbc,copod,probabilistic,106,56,106,56,53,3,0.054,0.0,0.333
18,wbc,copod,empirical_weighted,106,56,106,56,53,3,0.054,0.0,0.0
18,wbc,copod,probabilistic_weighted,106,56,106,56,53,3,0.054,0.0,0.333
19,wbc,hbos,empirical,106,56,106,56,53,3,0.054,0.0,0.0
19,wbc,hbos,probabilistic,106,56,106,56,53,3,0.054,0.333,0.667
19,wbc,hbos,empirical_weighted,106,56,106,56,53,3,0.054,0.0,0.0
19,wbc,hbos,probabilistic_weighted,106,56,106,56,53,3,0.054,0.333,0.667
20,wbc,iforest,empirical,106,56,106,56,53,3,0.054,0.0,0.0
20,wbc,iforest,probabilistic,106,56,106,56,53,3,0.054,0.333,0.667
20,wbc,iforest,empirical_weighted,106,56,106,56,53,3,0.054,0.0,0.0
20,wbc,iforest,probabilistic_weighted,106,56,106,56,53,3,0.054,0.0,0.0
mean,wbc,all_models,empirical,106,56,106,56,53,3,0.054,0.000±0.000,0.000±0.000
mean,wbc,all_models,empirical_weighted,106,56,106,56,53,3,0.054,0.000±0.000,0.000±0.000
mean,wbc,all_models,probabilistic,106,56,106,56,53,3,0.054,0.099±0.157,0.483±0.350
mean,wbc,all_models,probabilistic_weighted,106,56,106,56,53,3,0.054,0.083±0.155,0.333±0.324

