summary_version,rho,setting,clip_cap_label,clip_cap,mean_max_test_self_atom,mean_calib_ess_fraction,mean_max_atom_to_bh_threshold,oracle_tail_mismatch_mean_abs_log10,clipped_target_tv,clipped_shift_tail_mass,oracle_tail_abs_bias_mean,sample_tail_abs_bias_mean
clipping-frontier-v2,0.5,tightest_clip,c=1,1.0,0.002486518301548675,0.9304577727378787,24.86518301548675,0.5305388261598772,0.11927086865297255,0.5987063256829237,0.0250192534401175,0.025184409461935175
clipping-frontier-v2,0.5,middle_cap,c=13,13.0,0.011463105368559313,0.7797334627696054,114.63105368559313,2.455595492758664e-05,4.627123541940586e-08,5.307016810777319e-07,4.3442182859725774e-08,0.008434489924244953
clipping-frontier-v2,0.5,unclipped_or_largest_cap,unclipped,inf,0.011463105368559313,0.7797334627696054,114.63105368559313,4.056202406189767e-16,0.0,0.0,1.4405489333953886e-17,0.008434489924244953
clipping-frontier-v2,1.5,tightest_clip,c=1,1.0,0.0043882945667540535,0.6011293909211544,43.88294566754054,1.83230644076053,0.36583833702166646,0.7733726476231317,0.052148597587154635,0.052158633011600404
clipping-frontier-v2,1.5,middle_cap,c=13,13.0,0.027586049224505978,0.21848785901194867,275.8604922450598,1.0427058689068496,0.07111657496151141,0.1685361035433351,0.020767890247624092,0.022861027208133353
clipping-frontier-v2,1.5,unclipped_or_largest_cap,unclipped,inf,0.44567901351739125,0.15107761080999557,4456.790135173912,4.899988939423892e-16,0.0,0.0,1.6300132630372304e-17,0.025782221951217293
clipping-frontier-v2,3.0,tightest_clip,c=1,1.0,0.014777478422591995,0.19058877680277403,147.77478422591992,4.395939335800171,0.6844420122379268,0.9331927987311419,0.06074830888805989,0.060752066715217976
clipping-frontier-v2,3.0,middle_cap,c=13,13.0,0.06632662933928253,0.056314120035701645,663.2662933928253,3.7357676221509393,0.49954034748717546,0.740541876841763,0.05934485659222753,0.05941468411008528
clipping-frontier-v2,3.0,unclipped_or_largest_cap,unclipped,inf,0.9994216231183226,0.021474915627155852,9994.216231183225,5.231476506051585e-16,0.0,0.0,2.2317454687666854e-17,0.06004578526965669
