export_version,figure,panel,panel_title,plot_order,group,method,score_regime,sweep,x,y,x_left,x_right,y_bottom,y_top,x_value,x_label,alpha,m,target_pi1,n_anomaly_fixed,value,power,discovery_probability,fdr,median_log10_rank_delta,certified_no_rank_rate,mean_auroc,count,style_key,label
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.0,3.6000000000000005,1.8494850021680094,2.1505149978319906,3.500000000000001,3.7,100.0,test batch size $m$,0.1,100,0.05,,0.022000000000000002,0.022000000000000002,0.11,0.08166666666666667,-1.2533380053261065,0.0,0.7473473684210526,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,1.4,2.1505149978319906,2.5,1.3,1.5,200.0,test batch size $m$,0.1,200,0.05,,0.0,0.0,0.0,0.01,0.8860566476931633,0.94,0.7472578947368421,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,1.6,2.1505149978319906,2.5,1.5,1.7000000000000002,200.0,test batch size $m$,0.1,200,0.05,,0.001,0.001,0.01,0.03666666666666667,0.6882461389442457,0.94,0.7484631578947368,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,1.8000000000000003,2.1505149978319906,2.5,1.7000000000000002,1.9000000000000001,200.0,test batch size $m$,0.1,200,0.05,,0.001,0.001,0.01,0.0,0.494850021680094,0.88,0.7643526315789475,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,2.0,2.1505149978319906,2.5,1.9000000000000001,2.1,200.0,test batch size $m$,0.1,200,0.05,,0.0,0.0,0.0,0.01,0.2957029707504909,0.82,0.7684736842105263,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,2.2,2.1505149978319906,2.5,2.1,2.3000000000000003,200.0,test batch size $m$,0.1,200,0.05,,0.004,0.004,0.03,0.03318181818181818,0.09963287134352969,0.75,0.7582999999999999,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,2.4000000000000004,2.1505149978319906,2.5,2.3000000000000003,2.5,200.0,test batch size $m$,0.1,200,0.05,,0.005,0.005,0.04,0.019,-0.10037054511756292,0.22,0.748663157894737,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,2.6,2.1505149978319906,2.5,2.5,2.7,200.0,test batch size $m$,0.1,200,0.05,,0.001,0.001,0.01,0.02,-0.2999429000227671,0.0,0.7741000000000001,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,2.8000000000000003,2.1505149978319906,2.5,2.7,2.9000000000000004,200.0,test batch size $m$,0.1,200,0.05,,0.006999999999999999,0.006999999999999999,0.05,0.028333333333333332,-0.5091568024760296,0.0,0.7632578947368422,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,3.0000000000000004,2.1505149978319906,2.5,2.9000000000000004,3.1000000000000005,200.0,test batch size $m$,0.1,200,0.05,,0.006999999999999999,0.006999999999999999,0.05,0.028333333333333332,-0.6994040818153374,0.0,0.7778157894736845,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,3.2000000000000006,2.1505149978319906,2.5,3.1000000000000005,3.3000000000000007,200.0,test batch size $m$,0.1,200,0.05,,0.006000000000000001,0.006000000000000001,0.05,0.03,-0.8992731873176038,0.0,0.7446157894736842,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,3.400000000000001,2.1505149978319906,2.5,3.3000000000000007,3.500000000000001,200.0,test batch size $m$,0.1,200,0.05,,0.013999999999999999,0.013999999999999999,0.1,0.055,-1.0535396874117047,0.0,0.7511315789473685,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.3010299956639813,3.6000000000000005,2.1505149978319906,2.5,3.500000000000001,3.7,200.0,test batch size $m$,0.1,200,0.05,,0.008,0.008,0.07,0.03333333333333333,-1.1825665006979191,0.0,0.764363157894737,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,1.4,2.5,2.8494850021680094,1.3,1.5,500.0,test batch size $m$,0.1,500,0.05,,0.0,0.0,0.0,0.01,0.8860566476931633,0.96,0.7575494736842106,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,1.6,2.5,2.8494850021680094,1.5,1.7000000000000002,500.0,test batch size $m$,0.1,500,0.05,,0.0004,0.0004,0.01,0.0,0.7259538858589254,0.91,0.7583368421052633,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,1.8000000000000003,2.5,2.8494850021680094,1.7000000000000002,1.9000000000000001,500.0,test batch size $m$,0.1,500,0.05,,0.0004,0.0004,0.01,0.01,0.494850021680094,0.82,0.7594711578947367,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,2.0,2.5,2.8494850021680094,1.9000000000000001,2.1,500.0,test batch size $m$,0.1,500,0.05,,0.0,0.0,0.0,0.0,0.2967086218813386,0.85,0.7730669473684211,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,2.2,2.5,2.8494850021680094,2.1,2.3000000000000003,500.0,test batch size $m$,0.1,500,0.05,,0.0,0.0,0.0,0.0,0.1148314658267523,0.74,0.7693675789473684,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,2.4000000000000004,2.5,2.8494850021680094,2.3000000000000003,2.5,500.0,test batch size $m$,0.1,500,0.05,,0.0012,0.0012,0.03,0.01,-0.09714831205409855,0.3,0.7604378947368421,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,2.6,2.5,2.8494850021680094,2.5,2.7,500.0,test batch size $m$,0.1,500,0.05,,0.0016,0.0016,0.03,0.013333333333333332,-0.2999429000227671,0.0,0.7612614736842105,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,2.8000000000000003,2.5,2.8494850021680094,2.7,2.9000000000000004,500.0,test batch size $m$,0.1,500,0.05,,0.0012,0.0012,0.03,0.035,-0.4996870826184039,0.0,0.7656286315789473,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,3.0000000000000004,2.5,2.8494850021680094,2.9000000000000004,3.1000000000000005,500.0,test batch size $m$,0.1,500,0.05,,0.0012,0.0012,0.03,0.03,-0.6672535889811462,0.0,0.7531562105263159,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,3.2000000000000006,2.5,2.8494850021680094,3.1000000000000005,3.3000000000000007,500.0,test batch size $m$,0.1,500,0.05,,0.0016,0.0016,0.02,0.042666666666666665,-0.8533939774506658,0.0,0.7617776842105265,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,3.400000000000001,2.5,2.8494850021680094,3.3000000000000007,3.500000000000001,500.0,test batch size $m$,0.1,500,0.05,,0.0088,0.0088,0.09,0.01583333333333333,-1.0534626049254554,0.0,0.7558888421052632,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,2.6989700043360187,3.6000000000000005,2.5,2.8494850021680094,3.500000000000001,3.7,500.0,test batch size $m$,0.1,500,0.05,,0.0052,0.0052,0.06,0.05333333333333333,-1.1709547712566484,0.0,0.764186947368421,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,1.4,2.8494850021680094,3.1505149978319906,1.3,1.5,1000.0,test batch size $m$,0.1,1000,0.05,,0.0,0.0,0.0,0.0,0.9208187539523751,0.94,0.7591014736842105,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,1.6,2.8494850021680094,3.1505149978319906,1.5,1.7000000000000002,1000.0,test batch size $m$,0.1,1000,0.05,,0.0,0.0,0.0,0.0,0.7164394317333456,0.95,0.7620585263157895,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,1.8000000000000003,2.8494850021680094,3.1505149978319906,1.7000000000000002,1.9000000000000001,1000.0,test batch size $m$,0.1,1000,0.05,,0.0,0.0,0.0,0.0,0.5220748536995296,0.89,0.7616138947368423,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,2.0,2.8494850021680094,3.1505149978319906,1.9000000000000001,2.1,1000.0,test batch size $m$,0.1,1000,0.05,,0.0004,0.0004,0.01,0.02,0.2967086218813386,0.77,0.762137052631579,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,2.2,2.8494850021680094,3.1505149978319906,2.1,2.3000000000000003,1000.0,test batch size $m$,0.1,1000,0.05,,0.0004,0.0004,0.02,0.01,0.1326707311159255,0.81,0.7617896842105262,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,2.4000000000000004,2.8494850021680094,3.1505149978319906,2.3000000000000003,2.5,1000.0,test batch size $m$,0.1,1000,0.05,,0.0,0.0,0.0,0.01,-0.05499586152914149,0.32,0.7586147368421053,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,2.6,2.8494850021680094,3.1505149978319906,2.5,2.7,1000.0,test batch size $m$,0.1,1000,0.05,,0.0,0.0,0.0,0.0,-0.2758822884832045,0.0,0.7551404210526317,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,2.8000000000000003,2.8494850021680094,3.1505149978319906,2.7,2.9000000000000004,1000.0,test batch size $m$,0.1,1000,0.05,,0.0004,0.0004,0.02,0.023571428571428573,-0.4919294261235533,0.0,0.7616029473684212,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,3.0000000000000004,2.8494850021680094,3.1505149978319906,2.9000000000000004,3.1000000000000005,1000.0,test batch size $m$,0.1,1000,0.05,,0.0006,0.0006,0.02,0.003333333333333333,-0.6536947953150818,0.0,0.7663322105263157,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,3.2000000000000006,2.8494850021680094,3.1505149978319906,3.1000000000000005,3.3000000000000007,1000.0,test batch size $m$,0.1,1000,0.05,,0.0018,0.0018,0.04,0.023137254901960783,-0.8533939774506658,0.0,0.7623336842105265,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,3.400000000000001,2.8494850021680094,3.1505149978319906,3.3000000000000007,3.500000000000001,1000.0,test batch size $m$,0.1,1000,0.05,,0.002,0.002,0.06,0.06175,-1.0534626049254554,0.0,0.7678372631578949,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.0,3.6000000000000005,2.8494850021680094,3.1505149978319906,3.500000000000001,3.7,1000.0,test batch size $m$,0.1,1000,0.05,,0.0008,0.0008,0.03,0.0125,-1.1575321239502783,0.0,0.7609698947368422,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,1.4,3.1505149978319906,3.451544993495972,1.3,1.5,2000.0,test batch size $m$,0.1,2000,0.05,,0.0,0.0,0.0,0.0,0.9208187539523751,0.99,0.7621228947368419,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,1.6,3.1505149978319906,3.451544993495972,1.5,1.7000000000000002,2000.0,test batch size $m$,0.1,2000,0.05,,0.0,0.0,0.0,0.01,0.7008052934747329,0.95,0.7595700000000001,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,1.8000000000000003,3.1505149978319906,3.451544993495972,1.7000000000000002,1.9000000000000001,2000.0,test batch size $m$,0.1,2000,0.05,,0.0003,0.0003,0.02,0.008888888888888889,0.5376020021010439,0.91,0.7577394736842106,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,2.0,3.1505149978319906,3.451544993495972,1.9000000000000001,2.1,2000.0,test batch size $m$,0.1,2000,0.05,,0.0001,0.0001,0.01,0.0,0.3419886033428876,0.87,0.7596250000000001,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,2.2,3.1505149978319906,3.451544993495972,2.1,2.3000000000000003,2000.0,test batch size $m$,0.1,2000,0.05,,0.0,0.0,0.0,0.01,0.13647926915657918,0.82,0.7671765789473683,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,2.4000000000000004,3.1505149978319906,3.451544993495972,2.3000000000000003,2.5,2000.0,test batch size $m$,0.1,2000,0.05,,0.0001,0.0001,0.01,0.016666666666666666,-0.06664543002571599,0.28,0.7584366842105262,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,2.6,3.1505149978319906,3.451544993495972,2.5,2.7,2000.0,test batch size $m$,0.1,2000,0.05,,0.0001,0.0001,0.01,0.0,-0.2709677873705252,0.0,0.7599037894736844,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,2.8000000000000003,3.1505149978319906,3.451544993495972,2.7,2.9000000000000004,2000.0,test batch size $m$,0.1,2000,0.05,,0.0001,0.0001,0.01,0.01,-0.45408227073109003,0.0,0.761200947368421,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,3.0000000000000004,3.1505149978319906,3.451544993495972,2.9000000000000004,3.1000000000000005,2000.0,test batch size $m$,0.1,2000,0.05,,0.0002,0.0002,0.02,0.006666666666666666,-0.6537286670069329,0.0,0.7591888421052632,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,3.2000000000000006,3.1505149978319906,3.451544993495972,3.1000000000000005,3.3000000000000007,2000.0,test batch size $m$,0.1,2000,0.05,,0.0,0.0,0.0,0.0,-0.8533939774506658,0.0,0.7604857368421054,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,3.400000000000001,3.1505149978319906,3.451544993495972,3.3000000000000007,3.500000000000001,2000.0,test batch size $m$,0.1,2000,0.05,,0.0008,0.0008,0.02,0.016666666666666666,-1.0534626049254554,0.0,0.7612198421052631,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c1,$N_{eff}$ by $m$; fixed $\pi_1=0.05$,5,heatmap_cell,weighted_wcs_homogeneous,finite_k1,m_fixed_pi,3.3010299956639813,3.6000000000000005,3.1505149978319906,3.451544993495972,3.500000000000001,3.7,2000.0,test batch size $m$,0.1,2000,0.05,,0.0006,0.0006,0.02,0.013333333333333332,-1.1442627737619906,0.0,0.7582228947368422,100,finite_k1_m_fixed_pi,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,1.4,-2.451544993495972,-2.1505149978319906,1.3,1.5,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.0,1.8860566476931633,1.0,0.7641527638190955,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,1.6,-2.451544993495972,-2.1505149978319906,1.5,1.7000000000000002,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.03,1.6882461389442458,0.99,0.7521889447236183,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,1.8000000000000003,-2.451544993495972,-2.1505149978319906,1.7000000000000002,1.9000000000000001,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.0,1.494850021680094,0.98,0.7738231155778895,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,2.0,-2.451544993495972,-2.1505149978319906,1.9000000000000001,2.1,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.0,1.2929521093832457,0.98,0.7615376884422111,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,2.2,-2.451544993495972,-2.1505149978319906,2.1,2.3000000000000003,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.03,1.0850010871499096,0.95,0.7562613065326634,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,2.4000000000000004,-2.451544993495972,-2.1505149978319906,2.3000000000000003,2.5,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.0,0.8386319977650251,0.93,0.7714452261306532,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,2.6,-2.451544993495972,-2.1505149978319906,2.5,2.7,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.01,0.6743106912747345,0.9,0.7637909547738694,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,2.8000000000000003,-2.451544993495972,-2.1505149978319906,2.7,2.9000000000000004,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.04,0.44355439622189136,0.86,0.7593206030150753,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,3.0000000000000004,-2.451544993495972,-2.1505149978319906,2.9000000000000004,3.1000000000000005,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.01,0.3081419809247482,0.94,0.7724743718592966,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,3.2000000000000006,-2.451544993495972,-2.1505149978319906,3.1000000000000005,3.3000000000000007,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.01,0.10072681268239621,0.79,0.7620824120603014,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,3.400000000000001,-2.451544993495972,-2.1505149978319906,3.3000000000000007,3.500000000000001,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.02,-0.09916249292859479,0.26,0.765803015075377,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.3010299956639813,3.6000000000000005,-2.451544993495972,-2.1505149978319906,3.500000000000001,3.7,0.005,anomaly rate $\pi_1$,0.1,1000,0.005,,0.0,0.0,0.0,0.05,-0.25333800532610645,0.03,0.7732180904522613,100,finite_k1_pi1_sweep,statistical power
tikz-v1,figure5,power_atlas_r2_c3,$N_{eff}$ by anomaly rate,7,heatmap_cell,weighted_wcs_homogeneous,finite_k1,pi1_sweep,-2.0,1.4,-2.1505149978319906,-1.8494850021680094,1.3,1.5,0.01,anomaly rate $\pi_1$,0.1,1000,0.01,,0.0,0.0,0.0,0.01,1.585026652029182,1.0,0.769030303030303,100,finite_k1_pi1_sweep,statistical power
