summary_version,collection,sweep,score_regime,x_index,x_value,x_plot,x_left,x_right,log10_neff_bin,log10_neff_left,log10_neff_right,log10_neff_center,alpha,m,target_pi1,n_anomaly_fixed,count,mean_n_cal,mean_rho,mean_neff,log10_mean_neff,mean_n_anomaly,actual_pi1,discovery_probability,power,fdr,mean_log10_rank_delta,median_log10_rank_delta,certified_no_rank_rate,mean_auroc,perfect_separation_rate
operational-envelope-v1,atlas,m_fixed_pi,finite,1,100.0,2.0,1.8494850021680094,2.1505149978319906,9,3.1000000000000005,3.3000000000000007,3.2000000000000006,0.1,100,0.05,,100,2717.96,0.505,1613.5352571384665,3.2077784595529963,5.0,0.04999999999999999,0.96,0.6140000000000001,0.09538492063492063,-0.9283089187370425,-0.8992731873176038,0.0,0.9825473684210526,0.0
operational-envelope-v1,atlas,m_fixed_pi,perfect,1,100.0,2.0,1.8494850021680094,2.1505149978319906,10,3.3000000000000007,3.500000000000001,3.400000000000001,0.1,100,0.05,,100,4201.92,0.485,2556.194225446437,3.4075938494217928,5.0,0.04999999999999999,1.0,1.0,0.0913095238095238,-1.1315326636686074,-1.0991624929285948,0.0,1.0,1.0
operational-envelope-v1,atlas,m_fixed_pi,finite,1,100.0,2.0,1.8494850021680094,2.1505149978319906,10,3.3000000000000007,3.500000000000001,3.400000000000001,0.1,100,0.05,,100,4201.92,0.485,2556.194225446437,3.4075938494217928,5.0,0.04999999999999999,0.96,0.6120000000000001,0.09203571428571429,-1.1315326636686074,-1.0991624929285948,0.0,0.9846315789473684,0.0
operational-envelope-v1,atlas,m_fixed_pi,perfect,1,100.0,2.0,1.8494850021680094,2.1505149978319906,11,3.500000000000001,3.7,3.6000000000000005,0.1,100,0.05,,100,4612.01,0.33,3626.0907887281396,3.5594386736012,5.0,0.04999999999999999,1.0,1.0,0.08992063492063491,-1.234492474273725,-1.2533380053261065,0.0,1.0,1.0
operational-envelope-v1,atlas,m_fixed_pi,finite,1,100.0,2.0,1.8494850021680094,2.1505149978319906,11,3.500000000000001,3.7,3.6000000000000005,0.1,100,0.05,,100,4612.01,0.33,3626.0907887281396,3.5594386736012,5.0,0.04999999999999999,0.96,0.594,0.08257142857142856,-1.234492474273725,-1.2533380053261065,0.0,0.9834736842105264,0.01
operational-envelope-v1,atlas,m_fixed_pi,perfect,2,200.0,2.3010299956639813,2.1505149978319906,2.5,0,1.3,1.5,1.4,0.1,200,0.05,,100,102.86,0.59,25.898268225966227,1.4132707245039529,10.0,0.04999999999999999,0.05,0.015,0.024333333333333335,0.7902219161250325,0.8860566476931633,0.94,1.0,1.0
operational-envelope-v1,atlas,m_fixed_pi,finite,2,200.0,2.3010299956639813,2.1505149978319906,2.5,0,1.3,1.5,1.4,0.1,200,0.05,,100,102.86,0.59,25.898268225966227,1.4132707245039529,10.0,0.04999999999999999,0.05,0.008,0.0325,0.7902219161250325,0.8860566476931633,0.94,0.9804105263157896,0.14
operational-envelope-v1,atlas,m_fixed_pi,perfect,2,200.0,2.3010299956639813,2.1505149978319906,2.5,1,1.5,1.7000000000000002,1.6,0.1,200,0.05,,100,185.16,0.665,41.28332510450055,1.6157746696360966,10.0,0.04999999999999999,0.1,0.036000000000000004,0.023607142857142858,0.5920427995679725,0.6882461389442457,0.94,1.0,1.0
operational-envelope-v1,atlas,m_fixed_pi,finite,2,200.0,2.3010299956639813,2.1505149978319906,2.5,1,1.5,1.7000000000000002,1.6,0.1,200,0.05,,100,185.16,0.665,41.28332510450055,1.6157746696360966,10.0,0.04999999999999999,0.06,0.016,0.031607142857142854,0.5920427995679725,0.6882461389442457,0.94,0.982784210526316,0.14
operational-envelope-v1,atlas,m_fixed_pi,perfect,2,200.0,2.3010299956639813,2.1505149978319906,2.5,2,1.7000000000000002,1.9000000000000001,1.8000000000000003,0.1,200,0.05,,100,289.49,0.64,64.9432378877248,1.8125339375347749,10.0,0.04999999999999999,0.2,0.087,0.027341269841269836,0.39765998443476497,0.494850021680094,0.88,1.0,1.0
