summary_version,world_id,rho,world_seed,discoveries,theorem_probability,observed_probability,observed_count,n_randomizations
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,3,0.07651603249923576,0.07785,1557,20000
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,4,0.05524266688931819,0.05565,1113,20000
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,5,0.039140492511542176,0.0402,804,20000
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,6,0.02645029875778349,0.02695,539,20000
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,7,0.016471113451742434,0.01635,327,20000
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,8,0.008959970235502454,0.0088,176,20000
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,9,0.0038443477272130963,0.00355,71,20000
randomized-instability-frontier-v2,rho_0000_seed_013,0.0,13,10,0.000996270472039504,0.0008,16,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,0,0.49900000000000166,0.4987,9974,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,1,0.1657148289466804,0.1612,3224,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,2,0.10766397850894104,0.11225,2245,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,3,0.07651603249923576,0.0746,1492,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,4,0.05524266688931819,0.0571,1142,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,5,0.039140492511542176,0.03905,781,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,6,0.02645029875778349,0.0268,536,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,7,0.016471113451742434,0.01625,325,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,8,0.008959970235502454,0.00875,175,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,9,0.0038443477272130963,0.00395,79,20000
randomized-instability-frontier-v2,rho_0000_seed_014,0.0,14,10,0.000996270472039504,0.00135,27,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,0,0.49900000000000166,0.49745,9949,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,1,0.1657148289466804,0.1651,3302,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,2,0.10766397850894104,0.10815,2163,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,3,0.07651603249923576,0.078,1560,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,4,0.05524266688931819,0.05655,1131,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,5,0.039140492511542176,0.03715,743,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,6,0.02645029875778349,0.02645,529,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,7,0.016471113451742434,0.0158,316,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,8,0.008959970235502454,0.0097,194,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,9,0.0038443477272130963,0.00425,85,20000
randomized-instability-frontier-v2,rho_0000_seed_015,0.0,15,10,0.000996270472039504,0.0014,28,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,0,0.49900000000000166,0.50195,10039,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,1,0.1657148289466804,0.16505,3301,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,2,0.10766397850894104,0.11275,2255,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,3,0.07651603249923576,0.07255,1451,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,4,0.05524266688931819,0.05255,1051,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,5,0.039140492511542176,0.03795,759,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,6,0.02645029875778349,0.02725,545,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,7,0.016471113451742434,0.01615,323,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,8,0.008959970235502454,0.00895,179,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,9,0.0038443477272130963,0.00375,75,20000
randomized-instability-frontier-v2,rho_0000_seed_016,0.0,16,10,0.000996270472039504,0.0011,22,20000
randomized-instability-frontier-v2,rho_0000_seed_017,0.0,17,0,0.49900000000000166,0.4994,9988,20000
randomized-instability-frontier-v2,rho_0000_seed_017,0.0,17,1,0.1657148289466804,0.1646,3292,20000
randomized-instability-frontier-v2,rho_0000_seed_017,0.0,17,2,0.10766397850894104,0.1108,2216,20000
