summary_version,world_id,rho,world_seed,discoveries,theorem_probability,observed_probability,observed_count,n_randomizations
randomized-instability-frontier-v2,rho_0500_seed_036,0.5,36,10,0.0020930629159573036,0.0018,36,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,0,0.5134900270158423,0.5136,10272,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,1,0.16960637779237372,0.17285,3457,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,2,0.10883414713340375,0.1095,2190,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,3,0.075700833153037,0.0737,1474,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,4,0.05285715823497282,0.0534,1068,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,5,0.03565883125779181,0.0364,728,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,6,0.02247975970926001,0.0209,418,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,7,0.0127103915240043,0.01205,241,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,8,0.006055832970277071,0.0051,102,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,9,0.002167953480184877,0.00215,43,20000
randomized-instability-frontier-v2,rho_0500_seed_037,0.5,37,10,0.0004386877288522903,0.00035,7,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,0,0.6046554820124802,0.60025,12005,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,1,0.17615405869371947,0.18035,3607,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,2,0.09777640561554685,0.0973,1946,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,3,0.057460252848839294,0.0581,1162,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,4,0.032946939812047396,0.0326,652,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,5,0.017637661260964953,0.0175,350,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,6,0.00846880681329179,0.0087,174,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,7,0.0034740738929747786,0.0037,74,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,8,0.0011343861034439568,0.00115,23,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,9,0.0002605570833157811,0.0003,6,20000
randomized-instability-frontier-v2,rho_0500_seed_038,0.5,38,10,3.137586337553768e-05,5e-05,1,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,0,0.5414807363017095,0.5355,10710,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,1,0.17229653679930065,0.1731,3462,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,2,0.10620208824925714,0.11135,2227,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,3,0.07070040730877185,0.07,1400,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,4,0.04701928670771788,0.0491,982,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,5,0.030007733777648118,0.02955,591,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,6,0.017715460554933,0.01755,351,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,7,0.009231976898387177,0.0091,182,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,8,0.003947539341893677,0.00375,75,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,9,0.0012087493779321284,0.0009,18,20000
randomized-instability-frontier-v2,rho_0500_seed_039,0.5,39,10,0.0001894846824489971,0.0001,2,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,0,0.49487260476487865,0.4916,9832,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,1,0.17002117006522874,0.17485,3497,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,2,0.11285292912738899,0.1124,2248,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,3,0.08057437815324552,0.0796,1592,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,4,0.05718517916431785,0.0557,1114,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,5,0.03874111153914868,0.04125,825,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,6,0.024167128701502158,0.0233,466,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,7,0.013282264811458392,0.01335,267,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,8,0.006027141355438721,0.0057,114,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,9,0.001961842522290673,0.0017,34,20000
randomized-instability-frontier-v2,rho_0750_seed_000,0.75,0,10,0.00031424979510138383,0.00055,11,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,0,0.2814159247772231,0.2798,5596,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,1,0.14517348951050768,0.14855,2971,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,2,0.13952246085678838,0.13535,2707,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,3,0.14554954252802507,0.14885,2977,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,4,0.1213918255199757,0.1186,2372,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,5,0.08235171615961624,0.0827,1654,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,6,0.04902915018003806,0.04875,975,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,7,0.02407306617490687,0.0257,514,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,8,0.008984757445142832,0.0091,182,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,9,0.0022343690517962404,0.00225,45,20000
randomized-instability-frontier-v2,rho_0750_seed_001,0.75,1,10,0.0002736977959798678,0.00035,7,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,0,0.279749475498839,0.28195,5639,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,1,0.14078764730757393,0.14225,2845,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,2,0.13364279981630306,0.1375,2750,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,3,0.1380280044333352,0.13375,2675,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,4,0.12214450929135101,0.12125,2425,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,5,0.08644238489687171,0.08585,1717,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,6,0.055170118300798716,0.05595,1119,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,7,0.029561331766366453,0.02805,561,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,8,0.011716848490202514,0.01115,223,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,9,0.002569568701783431,0.0021,42,20000
randomized-instability-frontier-v2,rho_0750_seed_002,0.75,2,10,0.00018731149657498286,0.0002,4,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,0,0.48370315802616826,0.4832,9664,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,1,0.16595938445920336,0.167,3340,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,2,0.11116226734802949,0.1116,2232,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,3,0.08110191438974636,0.0798,1596,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,4,0.05964761702516074,0.06,1200,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,5,0.042483518880004636,0.0436,872,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,6,0.028220881704463352,0.0282,564,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,7,0.01663071502706241,0.0157,314,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,8,0.008010223188793448,0.008,160,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,9,0.002680400794144395,0.00255,51,20000
randomized-instability-frontier-v2,rho_0750_seed_003,0.75,3,10,0.00039991915722346704,0.00035,7,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,0,0.555370023255343,0.5532,11064,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,1,0.19057406444455113,0.1947,3894,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,2,0.11542570726335726,0.1136,2272,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,3,0.06966218250916742,0.06965,1393,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,4,0.038854764489738944,0.0374,748,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,5,0.019246108250789404,0.02005,401,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,6,0.008002920370841674,0.0084,168,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,7,0.0022973303836488976,0.00215,43,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,8,0.0004933003462669518,0.00065,13,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,9,6.901236791295091e-05,0.0002,4,20000
randomized-instability-frontier-v2,rho_0750_seed_004,0.75,4,10,4.5863183824525e-06,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,0,0.36306792577113467,0.3689,7378,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,1,0.13916042919988908,0.13535,2707,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,2,0.10591086174538311,0.10705,2141,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,3,0.0896382297685171,0.08595,1719,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,4,0.0784553992709901,0.0744,1488,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,5,0.06862782895549972,0.06945,1389,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,6,0.058200092588460685,0.05735,1147,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,7,0.045892099169730124,0.04855,971,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,8,0.031264690551333074,0.03135,627,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,9,0.015803298563684797,0.0169,338,20000
randomized-instability-frontier-v2,rho_0750_seed_005,0.75,5,10,0.00397914441537749,0.00475,95,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,0,0.5126982876507272,0.51865,10373,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,1,0.17323985066634143,0.1698,3396,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,2,0.11294094462132041,0.11195,2239,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,3,0.07881619394438755,0.0791,1582,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,4,0.054059942419009535,0.0534,1068,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,5,0.03465641062967501,0.03415,683,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,6,0.019768549568334248,0.01875,375,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,7,0.009438290963103276,0.0101,202,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,8,0.003452928145618123,0.0032,64,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,9,0.000833477234936463,0.0008,16,20000
randomized-instability-frontier-v2,rho_0750_seed_006,0.75,6,10,9.512415654693089e-05,0.0001,2,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,0,0.7698092108610475,0.77,15400,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,1,0.14788233552058525,0.14995,2999,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,2,0.05288733573592005,0.0517,1034,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,3,0.019551377994629533,0.01795,359,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,4,0.00687988821520735,0.00695,139,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,5,0.002202998881984543,0.0024,48,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,6,0.0006156938078884011,0.0008,16,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,7,0.00014261974890658602,0.0001,2,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,8,2.5351143873566234e-05,0.00015,3,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,9,3.014916080734785e-06,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_007,0.75,7,10,1.731738764096831e-07,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,0,0.3296357825768471,0.33075,6615,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,1,0.1654809582600451,0.1639,3278,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,2,0.15405024463750194,0.1521,3042,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,3,0.14280333367766157,0.14085,2817,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,4,0.10450359257506094,0.1066,2132,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,5,0.0586684151494436,0.0599,1198,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,6,0.028981054491827217,0.0293,586,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,7,0.011841363345741448,0.0123,246,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,8,0.0033269101047355113,0.0036,72,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,9,0.0006450579786336042,0.00065,13,20000
randomized-instability-frontier-v2,rho_0750_seed_008,0.75,8,10,6.328720250188484e-05,5e-05,1,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,0,0.5843223536629856,0.58275,11655,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,1,0.18331350810596136,0.1801,3602,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,2,0.10522887355605356,0.10595,2119,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,3,0.06203642992720476,0.06375,1275,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,4,0.03483880401249524,0.03855,771,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,5,0.017917297619776968,0.0165,330,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,6,0.008140238796703808,0.00855,171,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,7,0.003141052014635116,0.00305,61,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,8,0.0008815383816131594,0.00075,15,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,9,0.00016390411198848902,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_009,0.75,9,10,1.5999810581880233e-05,5e-05,1,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,0,0.5643721590959279,0.56285,11257,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,1,0.18506257507044516,0.19105,3821,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,2,0.11092050722721263,0.11175,2235,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,3,0.06775454878610739,0.06825,1365,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,4,0.038880237938686855,0.03705,741,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,5,0.020025589050575332,0.018,360,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,6,0.008887791966913916,0.0076,152,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,7,0.003199351650667773,0.00245,49,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,8,0.0007645609674883884,0.00095,19,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,9,0.0001228206377324846,5e-05,1,20000
randomized-instability-frontier-v2,rho_0750_seed_010,0.75,10,10,9.857608242389156e-06,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,0,0.5554503933017252,0.5582,11164,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,1,0.17903807065122324,0.1788,3576,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,2,0.10930369528879569,0.10925,2185,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,3,0.07000722130483944,0.0671,1342,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,4,0.043157247770343056,0.0412,824,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,5,0.024364907995734986,0.0261,522,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,6,0.01200951363504301,0.0122,244,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,7,0.004868171593611139,0.00555,111,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,8,0.0014879051863283725,0.0013,26,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,9,0.00028898262800140627,0.0003,6,20000
randomized-instability-frontier-v2,rho_0750_seed_011,0.75,11,10,2.389064435438482e-05,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,0,0.710751458096159,0.70935,14187,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,1,0.16496510762588787,0.1703,3406,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,2,0.07130632466264164,0.06865,1373,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,3,0.0318456492234756,0.03095,619,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,4,0.013526055828663149,0.01335,267,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,5,0.0052242819394550935,0.00475,95,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,6,0.0017620582289459455,0.00195,39,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,7,0.0004943171002581935,0.0006,12,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,8,0.00010749587165933434,0.0001,2,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,9,1.6027979376945856e-05,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_012,0.75,12,10,1.2234434769723188e-06,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,0,0.5872041816782387,0.5876,11752,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,1,0.1792127317199337,0.1794,3588,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,2,0.10335048872548218,0.10365,2073,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,3,0.062263031575612166,0.06125,1225,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,4,0.035922857557253815,0.03545,709,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,5,0.01890071041604866,0.01855,371,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,6,0.008675840254808779,0.00935,187,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,7,0.0032974176340480085,0.00375,75,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,8,0.0009633590295542312,0.00095,19,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,9,0.0001904537044657197,5e-05,1,20000
randomized-instability-frontier-v2,rho_0750_seed_013,0.75,13,10,1.8927704553988448e-05,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,0,0.42042110683760436,0.421,8420,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,1,0.17526029620613473,0.17315,3463,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,2,0.13391227398156552,0.1356,2712,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,3,0.10488133174071054,0.1041,2082,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,4,0.07883315372899148,0.07935,1587,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,5,0.049289622582021186,0.0478,956,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,6,0.02374999561976989,0.0257,514,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,7,0.009699239520864421,0.00965,193,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,8,0.0031452166405013782,0.00275,55,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,9,0.000720289981387135,0.0008,16,20000
randomized-instability-frontier-v2,rho_0750_seed_014,0.75,14,10,8.747316044928567e-05,0.0001,2,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,0,0.48122066622243403,0.48045,9609,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,1,0.17076319053755826,0.1716,3432,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,2,0.11653202035595743,0.1158,2316,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,3,0.08492396308813147,0.08375,1675,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,4,0.060861102918280056,0.05955,1191,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,5,0.041004934764514354,0.0427,854,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,6,0.024931555337676277,0.02715,543,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,7,0.013075987503922653,0.01285,257,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,8,0.0051829892915924314,0.00455,91,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,9,0.0013264549682292205,0.0014,28,20000
randomized-instability-frontier-v2,rho_0750_seed_015,0.75,15,10,0.00017713501170368514,0.0002,4,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,0,0.5367554365581574,0.5355,10710,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,1,0.19063584821796598,0.1902,3804,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,2,0.12078897672885872,0.1213,2426,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,3,0.0756073167151843,0.07335,1467,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,4,0.04305369364033054,0.04615,923,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,5,0.021507780400007975,0.02115,423,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,6,0.00861957536439183,0.00855,171,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,7,0.002440584181272609,0.0032,64,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,8,0.0005158250406982062,0.0005,10,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,9,7.053006963992641e-05,0.0001,2,20000
randomized-instability-frontier-v2,rho_0750_seed_016,0.75,16,10,4.433083492496946e-06,0.0,0,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,0,0.3560094483546734,0.35355,7071,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,1,0.138155860638911,0.13475,2695,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,2,0.10653279936275482,0.1073,2146,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,3,0.09137027580434127,0.09345,1869,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,4,0.08096024788375163,0.0832,1664,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,5,0.0714511814603866,0.0721,1442,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,6,0.060642971387210344,0.0584,1168,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,7,0.04705897475406207,0.04795,959,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,8,0.030576349287913838,0.03215,643,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,9,0.014134083189440321,0.0133,266,20000
randomized-instability-frontier-v2,rho_0750_seed_017,0.75,17,10,0.0031078078765547543,0.00385,77,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,0,0.337911921703111,0.3333,6666,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,1,0.14159450243721902,0.1396,2792,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,2,0.1164547652241571,0.1166,2332,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,3,0.10490469260142747,0.10215,2043,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,4,0.09587937282339869,0.0991,1982,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,5,0.0866118148172085,0.08795,1759,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,6,0.06161038944141071,0.0632,1264,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,7,0.035140873565698685,0.03815,763,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,8,0.015159399518981459,0.0154,308,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,9,0.004188039308465042,0.004,80,20000
randomized-instability-frontier-v2,rho_0750_seed_018,0.75,18,10,0.0005442285589224778,0.00055,11,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,0,0.43314190034544847,0.4362,8724,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,1,0.16157522940499555,0.1604,3208,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,2,0.11762949457234045,0.11695,2339,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,3,0.09275647811896347,0.0902,1804,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,4,0.07277759907405018,0.0724,1448,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,5,0.05403528255831225,0.0549,1098,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,6,0.03611393604172328,0.03775,755,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,7,0.020428369485584224,0.0195,390,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,8,0.008956257770310398,0.00885,177,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,9,0.0023234585973780013,0.0025,50,20000
randomized-instability-frontier-v2,rho_0750_seed_019,0.75,19,10,0.0002619940308938745,0.00035,7,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,0,0.6398165661173278,0.641,12820,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,1,0.174074963249698,0.1718,3436,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,2,0.08998126462908444,0.09125,1825,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,3,0.04908449486571226,0.0513,1026,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,4,0.02601123051540839,0.02595,519,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,5,0.01278182821784199,0.0117,234,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,6,0.005565626153949396,0.0045,90,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,7,0.002022765737674624,0.0019,38,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,8,0.0005578394265931105,0.0005,10,20000
randomized-instability-frontier-v2,rho_0750_seed_020,0.75,20,9,9.703565050645314e-05,0.0001,2,20000
